"콘텐츠명","노키즈존","예약가능여부","룸보유여부","유아서비스기타","평일오픈시간","평일클로즈시간","주말오픈시간","주말클로즈시간","휴식시작시간","휴식종료시간","대표메뉴기타"
"UFO카페","","","","","10:00","23:30","10:00","23:30","","",""
"로맨스홍","","","","","10:00","22:00","10:00","22:00","","",""
"퐁당","","","","","11:00","21:00","11:00","21:00","","",""
"잇칸시타","y","","","","11:00","22:00","11:00","22:00","","",""
"탭하우스더코너","","","","","18:00","01:00","18:00","01:00","","",""
"미들웨이","","","","","11:00","19:00","11:00","19:00","","",""
"차롱 해모루","","","","","","","","","","",""
"재게재게옵서 카페","","","","","08:30","15:00","","","","",""
"오늘은 녹차한잔&쇼핑","","","","","09:30","18:00","09:30","18:00","","",""
"브와두스","","","","","08:00","23:00","08:00","23:00","","",""
"천일각","","","","","10:00","23:00","10:00","23:00","","",""
"그린정","","","","","09:00","21:00","09:00","21:00","","",""
"까망돼지","","","","","11:00","23:00","11:00","23:00","","",""
"로드3.7 (road3.7)","","","","","10:00","22:00","10:00","22:00","","",""
"망고버스","","","","","11:00","22:00","11:00","22:00","","",""
"보엠","","","","","10:00","19:00","10:00","19:00","","",""
"크루아창타이","","","","","11:30","22:00","11:30","22:00","","",""
"바라나시 책골목","","","","","10:30","20:00","","","","",""
"빵장수단팥빵","","","","","08:00","22:00","08:00","22:00","","",""
"물회영해초영","","","","","11:00","21:00","11:00","21:00","","",""
"해마루","","","","","09:00","21:00","09:00","21:00","","",""
"바람이풀에그림그린날","","","","","11:00","19:00","11:00","19:00","","",""
"성산일출봉해송갈치전문점","","y","","","07:00","15:00","07:00","15:00","","",""
"보말이야기","","","","","09:00","15:30","09:00","15:30","","",""
"연동마라도횟집","","","","","13:00","24:00","13:00","24:00","","",""
"달리북카페","","","","","11:00","20:00","11:00","20:00","","",""
"오는정김밥","","","","","10:00","20:00","10:00","20:00","","",""
"3Birds (쓰리버즈 신화월드점)","","","","","09:00","19:00","09:00","19:00","","",""
"Untitled,2017","y","n","","","09:00","21:00","09:00","21:00","","",""
"라 아바나","","","","","11:30","21:00","11:30","21:00","","",""
"솜반내풍경","","","","","11:00","22:00","11:00","22:00","","",""
"73st","","","","","09:00","22:00","09:00","22:00","","",""
"카페비몽","","","","","","","","","","",""
"갯것이식당","","","","","08:30","21:00","08:30","21:00","","",""
"돌섬","","","","","10:00","21:00","10:00","21:00","","",""
"성화정","y","y","","","07:00","21:30","07:00","21:30","","",""
"밤낮가온","","","","","11:00","23:00","11:00","23:00","","",""
"섬마을청년회관","","","","","09:00","15:00","09:00","15:00","","",""
"나주닭집","","","","","09:00","20:00","09:00","20:00","","",""
"까미노","","","","","10:30","20:00","10:30","20:00","","",""
"청해원","","","","","08:00","22:00","08:00","22:00","","",""
"송당나무","y","","","","10:00","18:00","10:00","18:00","","",""
"보틀앤볼","","","","","11:00","20:00","11:00","20:00","","",""
"탕궁훠궈","","y","","","11:30","22:30","11:30","22:30","","",""
"서홍정원 x ","","","","","10:00","22:00","10:00","22:00","","",""
"꽃자리","","","","","11:00","21:00","11:00","21:00","","",""
"앙뚜아네트 삼다수마을점","","","","","09:00","18:00","09:00","18:00","","",""
"카페모리","","","","","11:00","23:00","11:00","23:00","","",""
"탐라반상","","y","","","11:00","20:00","11:00","20:00","","",""
"시나르 ","y","y","n","","12:00","20:30","12:00","20:30","","","쉬림프 타코, 말고기 타고 "
"장인의 집","y","y","y","","09:30","22:00","09:30","22:30","","",""
"감저카페","","","","수유실","10:30","19:00","10:30","19:00","","",""
"노네임드봉개","y","n","n","","11:00","22:00","12:00","22:00","","","백년초 티라미수, 크림치즈 스콘"
"달리맨 카페","","","","","11:00","21:00","11:00","21:00","","",""
"흑돼지돈까스 뷔페 밀라네사","y","y","y","수유실","11:30","21:00","11:30","21:00","","","돈까스, 샐러드바"
"돌코롬봉봉","","","","","11:00","21:00","11:00","21:00","","",""
"섶섬지기","","","","","10:00","22:00","10:00","22:00","","","금귤주스, 한라봉주스, 팥빙수"
"별난카페","","","","","09:00","18:30","10:00","18:00","","","삼동주스, 삼동빙수, 삼동피자"
"어애랑","y","y","n","유아용 수저 ","08:00","21:00","08:00","21:00","","","갈치조"
"제주삼거리포차 제주신화월드점 ","n","n","","","18:00","02:00","18:00","02:00","","","삼거리옛날통닭, 불타는닭발, 알탕, 청양닭똥집볶음, 제주해녀해물파전, 계란찜 /  최소 10,000원 ~ 최대 50,000원"
"서귀피안베이커리","y","n","n","수유실","08:00","21:00","08:00","21:00","","","빵,케익,커피,음료"
"모이세해장국 노형점","y","y","","","00:00","00:00","00:00","00:00","","","모이세해장국, 내장탕, 육개장, 순두부"
"제주시 새우리","","","","","09:00","20:00","09:00","20:00","","",""
"쿠싱 샌드위치","n","","","","09:30","18:00","09:30","18:00","","",""
"스시마시","","","","","11:30","22:00","11:30","22:00","","",""
"코끼리통닭","","","","","","","","","","",""
"마틸다","n","n","","","18:00","01:00","18:00","01:00","","","와인, 맥주, 칵테일"
"카페튼튼목공소","y","y","n","","09:30","17:00","09:30","17:00","","","땅콩아이스크림,와플,수제버거,각종"
"내창생태카페","","","","","12:00","21:00","13:00","21:00","","",""
"달그락식탁","","","","","10:00","20:00","10:00","20:00","","",""
"체면","","","","","11:30","21:00","11:30","21:00","","",""
"느영나영 감귤창고","","","","","10:00","22:00","10:00","22:00","","","제주감귤차, 귤꿀팬케이크, 귤꿀카래떡구이,"
"하누가물애","","","","","10:00","22:00","10:00","22:00","","",""
"서귀피안","y","n","n","","11:00","21:00","11:00","21:00","","",""
"지꺼진밥상","","","","","11:00","20:30","11:00","20:30","","",""
"비자블라썸","","","","","10:00","18:00","10:00","18:00","","",""
"호끌락다락","","","","","12:00","21:00","12:00","21:00","","",""
"이런날N","","","","","11:30","20:00","11:30","20:00","","","파인애플 빙수, 빠네까르보나라 파스타, 제주돼지 립 돈가스"
"커피먹는 고냉이","","","","","08:30","20:30","08:30","20:30","","","복분자 빙수"
"카페스노우빈","","","","","10:00","18:00","10:00","18:00","","","청국장 빙수"
"어피니티","","","","","11:00","23:00","11:00","23:00","","",""
"우동수크래프트","","","","","16:00","02:00","16:00","02:00","","","더블치킨&칩스, 통후라이드 치킨앤칩스, 수제맥주"
"자연으로","","","","","11:00","19:00","11:00","17:00","","",""
"용담밭담","y","y","","","11:00","20:00","11:00","20:00","","",""
"감산우리가든","","","","","11:00","20:30","11:00","20:30","","",""
"파니야","y","n","n","","11:00","21:00","11:00","21:00","","","생삽겹철판볶음밥,송화고철판볶음밥,해물철판볶음ㅁ"
"서홍정원","","","","","10:00","22:00","10:00","22:00","","",""
"모앙","y","y","","","11:00","19:00","11:00","19:00","","","썸띵라떼, 인퓨전티, 까눌레"
"오샹띠","","","","","10:00","21:00","10:00","21:00","","",""
"귀덕간식","","","","","","","","","","",""
"사우스바운","","","","","16:30","01:00","16:30","01:00","","","사우스바운더 썸 바이젠, "
"카페리","n","","","","11:00","","","","","",""
"쁠랑뜨","","","","","10:00","18:00","10:00","18:00","","",""
"제주맥주 양조장","","","","","13:00","19:30","13:00","19:30","","",""
"몰질식육식당","","","","","10:30","15:00","10:30","15:00","","",""
"애프터글로우","","","","","11:00","22:30","11:00","22:30","","",""
"맥파이 브루어리","","","","","12:00","20:00","12:00","20:00","","",""
"제니의 정원","","","","","10:00","19:00","10:00","19:00","","","리코타치즈샐러드와바게트, 제니스프렌치토스트, 대하올리브오일파스타, 핫앤스윗치킨파니니"
"세러데이아일랜드","n","","","","12:00","20:00","12:00","20:00","","",""
"동우통닭","","","","","11:00","21:00","11:00","21:00","","",""
"나목도식당","","","","","09:00","20:00","09:00","20:00","","",""
"털보네 고양이","n","","","","11:00","21:00","11:00","21:00","","",""
"문게야","","","","","11:00","22:00","11:00","22:00","","",""
"씨리얼","","","","","09:30","16:00","09:30","16:00","","",""
"진부령 황태해장국","","","","","06:00","15:00","06:00","15:00","","",""
"수타명가","","","","","11:00","20:30","11:00","20:30","","",""
"음식점","n","n","n","ㅁㅁ음식점","00:00","02:00","00:00","02:00","","","ㅁㅇㅁ"
"온미(溫米)","","","","","12:00","19:00","12:00","19:00","","",""
"데판야","y","","","유아 식기","17:00","22:00","17:00","22:00","","","TASTE OF JEJU Set - 180,000원, Nohara Set 들판 세트 - 120,000원"
"숨비나리","","y","","","10:00","20:00","10:00","20:00","","",""
"착한집","y","y","","","11:00","21:00","11:00","21:00","","","고등어조림, 갈치조림, 갈치회"
"앙카페","","","","","10:00","22:00","10:00","22:00","","",""
"빨간집","","","","","14:00","02:00","14:00","03:00","","","빨간 불닭, 빨간 치즈 불닭, 빨간 무뼈 닭발"
"뚱순이 꼬마김밥","","","","","09:00","20:30","09:00","20:30","","","매운 어묵, 꼬마김밥, 튀김, 모닥치기"
"신 해바라기분식","y","","","","11:30","21:00","11:30","21:00","","","순두부찌개, 김치찌개"
"daemadoo@hanmail.net","y","n","n","daemadoo@hanmail.net","00:00","05:30","00:00","03:00","","","daemadoo@hanmail.net"
"볼스카페","y","","","","10:00","20:00","10:00","20:00","","","10월 제주 애플망고"
"술도가제주바당","y","","","","12:00","15:00","12:00","15:00","","","맑은바당"
"봉?망고","","","","","10:00","18:00","10:00","18:00","","",""
"카페캐로타","y","y","n","","11:00","20:00","11:00","20:00","","","당근쥬스/당근케이크/당근마들렌"
"차차신창","y","y","y","","10:30","19:00","10:30","19:00","","","홍차/커피/음료/핵토스트/스콘/"
"제주샘주 영농협동조합","","","","","10:00","17:00","10:00","17:00","","","오메기술"
"카페 캐로타","y","y","","","11:00","20:00","11:00","20:00","","",""
"가온해","y","","","","10:00","23:00","10:00","23:00","","","모과차, 매실차, 오디차, 도라지차 등"
"차마실","y","","","","09:30","23:00","09:30","23:00","","","대추차, 우전차, 보이차, 쌍화탕 등"
"디 아일렛 라운지","y","n","","","13:00","21:00","13:00","21:00","","","망고케이크 다양한 차와 커피"
"오마이양대창 제주외도점","y","y","n","","17:00","00:00","16:00","00:00","","","대창구이, 막창구이, 특양구이"
"올레산야초","","","","","11:00","19:00","","","","",""
"밥깡패","","","","","","","","","","",""
"창흥식당","","","","","11:00","20:00","11:00","20:00","","",""
"협재칼치","y","y","n","","09:00","21:00","09:00","21:00","","","갈치정식(조림,구이), 갈치맑은해장국, 갈치튀김(갈치후라이드바스켓)"
"파크사이드다이닝[임시휴장]","","y","","유아 식기","07:00","14:30","07:00","14:30","","","조식: 성인 -35,000 소인-20,000  디저트뷔페: 성인 -25,000 소인 15,000"
"금보가든","","","","","10:00","19:00","10:00","19:00","","",""
"카페앤드 효은양갱","","","","","10:00","18:00","10:00","18:00","","",""
"우드노트","y","","","","11:00","21:00","11:00","21:00","","",""
"부자식당","","y","","","11:00","21:00","11:00","21:00","","",""
"카페하물","","","","","10:00","19:00","10:00","19:00","","",""
"더로맨틱","","y","","","10:00","20:00","10:00","20:00","","",""
"종달리엔 엄마식당","","","","","12:00","21:00","12:00","21:00","","",""
"돼지굽는정원","y","","","","10:30","22:30","10:30","22:30","","",""
"바당꽃","","","","","11:00","18:00","11:00","18:00","","",""
"제주웅담","","","","","09:00","21:00","09:00","21:00","","",""
"랜딩 라운지","n","y","","","10:00","20:00","10:00","20:00","","","시저샐러드, 훈제연어 또는 치킨 피카타 23,000 크림치즈케익 16,000 아메리카노 10,000 아이리쉬 커피14,000"
"뚜르","y","","","","","","","","","",""
"오르미","y","","","","","","","","","",""
"노리터스낵","","","","","10:30","20:00","10:30","20:00","","",""
"랜딩 다이닝(Landing dining)","","y","","유아식기","07:00","21:30","07:00","21:30","","","요금 조식 : 성인 45,000, 소인 25,000 / 디너-성인 118,000, 소인 65,000"
"산책하우스","y","","","","09:00","22:00","09:00","22:00","","",""
"르 쉬느아 (Le Chinois)","","y","","유아식기","11:30","21:30","11:30","21:30","","","북경오리 1마리: 138,000 (4인기준), 북경오리 반마리: 78,000 (2인기준)"
"하원가흑돼지","","","","","12:00","22:00","12:00","22:00","","",""
"어머니몸국","","","","","07:00","22:00","07:00","22:00","","",""
"두루두루","y","","","","16:00","00:00","16:00","00:00","","","객주리조림"
"신짜장","y","n","","","11:00","20:00","11:00","20:00","","","신짜장, 신짬뽕, 탕수육"
"뿔소라몽땅정식","","","","","11:30","19:30","11:30","19:30","","",""
"녹원전통찻집","","","","","09:30","21:00","09:30","21:00","","","대추차, 오미자차, 생강차"
"도리화과","y","","","","12:00","20:00","12:00","20:00","","","도화차,말차라떼,화과자"
"濟州膳제주선","","y","","","12:00","21:30","12:00","21:30","","","제주膳 한상차림 : 148,000(2인기준), 통 갈치 한상차림 : 158,000(2인기준),  膳 옥돔 구이 반상 84,000"
"랜딩 델리","","y","","","11:00","22:00","11:00","22:00","","","제주땅콩무스 7,500, 한라봉 오렌지 티 케이크 16,500, 홀 케이크 46,000, 마카롱세트 (6pcs)12,500"
"엉또산장","y","","","","","","","","","",""
"엠 라운지 M Lounge","","y","","","12:30","22:00","12:30","22:00","","","M 아인슈페너 커피 : 9,000 (Hot) & Jeju forest 칵테일 : 21,000"
"카페 디 아일렛","","","","유아식기","06:30","14:30","06:30","14:30","","",""
"무상찻집","n","","","","11:00","18:00","11:00","18:00","","","꽃차, 녹차, 전통 음료"
"부스타코","","","","","11:30","23:59","11:30","23:59","","",""
"토향","","","","","09:00","18:00","09:00","18:00","","","녹고의 눈물"
"제주본초협동조합","","","","","09:00","18:00","00:00","00:00","","","흑돈주"
"바닐라파레트","n","","","","10:00","22:00","10:00","22:00","","",""
"제주와이너리","","","","","09:00","18:00","09:00","18:00","","","귤로만"
"스카이 온 파이브 다이닝 ","","","","유아식기","07:00","21:30","07:00","21:30","","","."
"쿡이야","y","y","","","11:00","22:00","11:00","22:00","","",""
"카페갤러리","","","","","10:00","18:00","10:00","18:00","","",""
"위미항활어회센터","","","","","10:30","21:00","10:30","21:00","","",""
"구면카페","","","","","11:00","18:00","11:00","18:00","","",""
"여행가게","","","","","11:00","19:00","11:00","19:00","","",""
"카페이피엘","","","","","10:00","21:00","10:00","21:00","","",""
"리틀비엣","","","","","11:00","21:00","11:00","21:00","","",""
"제주한치빵 우도점","","","","","","","","","","",""
"대춘해장국","y","n","","","06:00","15:00","06:00","15:00","","","해장국, 내장탕"
"마마뜰","","","","","10:00","18:00","10:00","18:00","","",""
"말랑 제주","","","","","08:30","18:00","08:30","18:00","","",""
"치유밥상","","","","","","","","","","",""
"오메오메","","","","","09:30","18:00","10:30","17:00","","",""
"가비오타카페","","","","","","","","","","",""
"라온베이커리 남녕점","y","y","n","","09:00","21:00","09:00","21:00","","","라온맘모스, 제주현무암쌀빵, 갈릭바게트, 찹쌀소보로"
"함덕찜","","","","","11:00","22:00","11:00","22:00","","",""
"반딧불한담","","","","","09:00","21:00","09:00","21:00","","",""
"고사리식당","","","","","11:00","20:00","11:00","20:00","","",""
"모노클제주","","","","","10:00","18:00","10:00","18:00","","",""
"더 코브","","","","","08:00","18:00","08:00","18:00","","",""
"왓섬","y","y","","","10:00","20:00","10:00","20:00","","",""
"봉플라봉뱅","","","","","12:00","23:00","12:00","23:00","","",""
"다만프레르","y","y","","","11:00","21:00","11:00","21:00","","","TEA \6,000 MILK TEA \6,500 COFFEE \5,000"
"블루밍아일랜드","","","","","11:30","19:30","11:30","19:30","","",""
"공백","","","","","10:00","19:00","10:00","19:00","","",""
"윌라라","","","","","12:00","18:00","12:00","18:00","","",""
"카페2085","n","","","","11:00","19:00","11:00","19:00","","",""
"써니사이드비치","","","","","09:00","21:00","09:00","21:00","","",""
"행복한국수집","","","","","11:00","21:00","11:00","19:00","","",""
"코코리파이프","","","","","10:00","17:00","10:00","17:00","","",""
"앙뚜아네트 용담점","","","","","09:00","22:00","09:00","22:00","","",""
"외도339","y","n","","","08:00","22:00","08:00","22:00","","","바닐라빈라떼, 청귤청에이드, 바밤바밀크티"
"산호반점","","","","","09:00","18:00","09:00","18:00","","",""
"사이카레","","","","","10:00","20:00","10:00","20:00","","",""
"하례정원","","","","","11:00","21:00","11:00","21:00","","",""
"느지리식식당","","","","","","","","","","",""
"명월국민학교","","","","","11:00","19:00","11:00","19:00","","",""
"조가네갑오징어 신제주점","","y","","","12:00","23:00","12:00","23:00","","",""
"팜스테이블","","","","","16:00","22:00","14:00","22:00","","",""
"낭만주의","","","","","10:00","20:00","10:00","20:00","","",""
"보말고을","","","","","09:00","21:00","09:00","21:00","","",""
"네이쳐캔바스","","","","","11:00","19:00","11:00","19:00","","",""
"토이다방","","","","","11:00","21:00","11:00","21:00","","",""
"고마워토토 아뜰리에","","","","","10:00","16:30","10:00","16:30","","",""
"안트레","n","","","","12:00","19:00","12:00","19:00","","",""
"로맨틱하드보일드","","","","","10:00","22:00","10:00","22:00","","",""
"울트라마린","n","","","","11:00","19:30","11:00","19:30","","",""
"원더먼트제주","","","","","11:00","22:00","11:00","22:00","","",""
"커피디셈버 함덕점","y","y","","","10:00","21:00","10:00","21:00","","",""
"카페선흘","","","","","10:00","21:00","10:00","21:00","","",""
"해품","","","","","10:00","21:00","10:00","21:00","","",""
"아줄레주","","","","","11:00","19:00","11:00","19:00","","",""
"열공부엌","","","","","11:00","20:00","11:00","20:00","","",""
"묘한상점 묘한카페","","","","","12:00","19:00","12:00","19:00","","",""
"맛있는 여가생활","","","","","17:00","01:00","17:00","01:00","","",""
"머문카페","","","","","10:00","21:00","10:00","21:00","","",""
"초승달지대","","","","","11:00","20:00","11:00","20:00","","",""
"모루쿠다","","","","","18:00","23:59","18:00","23:59","","",""
"베이크샵스니프","","","","","11:00","20:00","11:00","20:00","","",""
"아시안 푸드 스트리트","","","","","18:00","23:00","18:00","23:00","","","우육면, 야채고기호빵, 삼선만두, 꼬치구이, 세계맥주, 타로 / 타이거 밀크티, 디저트 빙수 / 아이스카창"
"바다를 본 돼지(서귀포점)","","","","","12:00","23:30","12:00","23:30","","",""
"오캄","","","","","11:00","19:00","11:00","19:00","","",""
"몬스테라 자구리","","","","","11:00","21:00","11:00","21:00","","",""
"겹겹의 의도","","","","","10:00","20:00","10:00","20:00","","",""
"용이식당","","","","","08:30","22:00","08:30","22:00","","",""
"춘심이네 2호점","y","y","","","09:00","20:00","09:00","20:00","","","(전복 돌솥밥, 전복뚝배기, 고사리 육개장)정식, 고등어조림정식"
"카페 보름왓","y","n","","","09:00","18:00","09:00","18:00","","","보롬커피, 보롬라떼, 눈꽃자몽"
"킨지","","","","","11:30","21:30","11:30","21:30","","",""
"함쉐프 키친","","","","","11:30","21:00","11:30","21:00","","",""
"산굼부리카페","y","y","","","10:00","18:00","10:00","18:00","","","아메리카노, 청귤차, 아이스크림, 달고나라떼"
"쉐프의스시이야기","y","y","","","11:30","21:30","11:30","21:30","","","모듬스시, 회전초밥"
"천금반점","y","y","","","10:00","20:30","10:00","20:30","","","짜장면, 짬뽕"
"나라돈까스","y","y","","","11:00","20:00","11:00","20:00","","","나라왕돈까스, 흑돼지왕돈까스, 불타는왕돈까스, 치즈돈까스"
"정가네 밥상","","","","","11:00","21:00","11:00","21:00","","",""
"뚱보조개　","","","","","16:00","23:50","16:00","23:50","","",""
"어머니의뜻을담다 단지","","y","","","11:00","21:00","11:00","21:00","","",""
"늘예솔","","","","","","","","","","",""
"성산일출봉 해송갈치전문점","y","y","y","","07:00","21:00","07:00","21:00","","","통조림.통구이.조림.구"
"중식당 청","","","","","","","","","","",""
"일품순두부 하귀점","y","n","","","07:00","22:00","07:00","22:00","","",""
"커피템플","y","n","","","10:00","19:00","10:00","19:00","","","텐저린카푸치노, 텐저린라떼, 슈퍼클린에스프레소"
"일품순두부 연동점","y","y","","","00:00","00:00","00:00","00:00","","","일품순두부, 해물순두부, 섞어순두부"
"청담집","y","n","","","08:00","22:00","08:00","22:00","","","설렁탕, 얼큰우거지갈비탕, 영양갈비탕"
"죽성고을","y","n","","","10:30","20:30","10:30","20:30","","","시레기돌솥, 옥돔구이, 수육"
"바온탑","y","y","","","12:30","21:00","12:30","21:00","","","음료, 피자, 치킨 등"
"전망대횟집","","","","","11:00","22:00","11:00","22:00","","",""
"긍정동커피","","","","","10:00","21:00","","","","",""
"신화 다이닝 & 라운지","y","y","","유아식기","","","","","","","그릴메뉴, 시그니쳐 폭립, 피자 & 파스타, 샐러드바, 스낵 및 디저트"
"니모메빈티지라운지","","","","","10:00","20:00","10:00","20:00","","","카멜, 니모메선셋, 때때로맑음, 마스카포네티라미수"
"공천포식당","","","","","","","","","","",""
"새빌","","","","","","","","","","",""
"빌리네월정스낵","y","y","n","","00:00","00:00","11:00","19:00","","","한치튀김, 우동, 아란치"
"제주901","","","","","","","","","","",""
"허니문하우스","","","","","09:30","18:30","09:30","18:30","","",""
"수망일기","","","","","11:00","22:00","11:00","22:00","","",""
"엉덩물","","","","","11:30","20:30","11:30","20:30","","",""
"제주관덕정분식","y","n","","","11:30","20:30","11:30","20:30","","","오징어먹물떡볶이, 한치튀김, 유부주먹밥, 모닥치기"
"보라네","","","","","09:30","22:00","09:30","22:00","","",""
"만강촌옛날칼국수","y","n","","","11:00","21:30","11:00","21:30","","","닭칼국수, 닭곰탕, 옛날통닭"
"볕이드는곳벧디","y","y","","","10:00","22:00","10:00","22:00","","","통파인애플쥬스, 크림딸기크로와상"
"고향향토장터","","y","","","11:00","21:00","11:00","21:00","","",""
"이맛","","","","","10:00","21:00","10:00","21:00","","",""
"황금섬숯불갈비","","","","","09:00","21:00","09:00","21:00","","",""
"한밭식당","","y","","","10:00","20:00","10:00","20:00","","",""
"올레실내포장마차","","y","","","10:00","00:00","10:00","00:00","","",""
"청정고을식당","","","","","07:00","19:00","07:00","19:00","","",""
"추자바다숯불갈비","","","","","08:00","22:00","08:00","22:00","","",""
"오누이밥상","","","","","11:00","21:00","11:00","21:00","","",""
"마마식당","","","","","17:00","02:00","17:00","02:00","","",""
"우리동네숯불갈비","","y","","","09:00","21:00","09:00","21:00","","",""
"BBQ치킨 추자점","","","","","15:00","23:30","15:00","23:30","","",""
"해적선","","","","","11:00","00:00","11:00","00:00","","",""
"유메","","","","","","","","","","",""
"플로렌스","","y","","","09:00","21:00","09:00","21:00","","",""
"봉골레밥상","","","","","12:00","22:00","12:00","22:00","","",""
"유심이감성찜닭","","","","","09:00","21:00","09:00","21:00","","",""
"신등대수산회센타","","","","","08:00","20:00","08:00","20:00","","",""
"귀빈식당","","","","","07:30","21:00","07:30","21:00","","",""
"은희네해장국 외도점","y","y","","","06:00","15:00","06:00","15:00","","","소고기해장국, 소고기내장탕, 한우소머리곰탕"
"제주시새우리 제주점","y","y","","","09:00","20:00","09:00","20:00","","","딱새우김밥, 딱새우꼬막무침, 새우리해물라면"
"모시란","","","","","13:00","22:00","13:00","22:00","","",""
"일품순두부탑동점","y","y","","","10:00","22:00","10:00","22:00","","","일품순두부, 해장순두부, 두부전골"
"메종 드 쁘띠푸르 2호점","y","y","","","07:00","22:00","07:00","22:00","","","수제잼, 요거트식빵, 고베식빵"
"달페이지","n","y","","","13:00","19:00","13:00","19:00","","","https://blog.naver.com/whitebox6/221982161553"
"카페글렌코","","","","","","","","","","",""
"스마일러 카페","","","","","13:00","18:00","13:00","18:00","","",""
"빵귿","y","y","","","11:00","19:00","11:00","19:00","","","시오빵, 프레즐, 장봉뵈르"
"화북빵굽는사람들","y","n","","","08:00","23:00","08:00","23:00","","","쌀식빵, 홍국빵"
"24시누름돌김치찌개","y","y","","","00:00","00:00","00:00","00:00","","","김치찌개, 수제돈까스, 제육볶음"
"인디언키친","y","","","","11:30","21:00","11:30","21:00","","",""
"감초식당","","","","","11:30","21:30","11:30","21:30","","",""
"카페나모나모","y","n","","","08:30","23:00","08:30","23:00","","","콩가루집안, 현무암라떼, 로맨틱선셋"
"제주의봄","y","y","n","","08:00","18:00","08:00","18:00","","","현무암인절미, 카스테라단호박인절미, 구름떡, 제주감귤인절미, 제주쑥인절미"
"카페비글","","","","","11:00","20:00","11:00","20:00","","",""
"알로하도","","","","","12:00","20:30","12:00","20:30","","",""
"방긋스낵","","","","","11:00","19:30","11:00","19:30","","",""
"늘푸른농원 연리지가든","","","","","17:00","21:00","","","","",""
"종달해녀의집","","","","","08:00","21:00","08:00","21:00","","",""
"마마무말가든","","","","","10:30","22:00","10:30","22:00","","",""
"호도제과","","","","","07:00","20:00","07:00","20:00","","",""
"토향(음식점)","","","","","11:00","22:00","11:00","22:00","","",""
"와르다 레스토랑","","","","","12:00","22:00","12:00","22:00","","",""
"And유Caf?","","","","","","","","","","",""
"카페3535.1","","","","","10:00","19:00","10:00","19:00","","",""
"미나리(제주시)","y","","","","11:00","21:00","","","","",""
"로이앤메이","","","","","11:30","16:00","","","","",""
"도기키친 프롬제주","","","","","10:30","19:30","10:30","19:30","","",""
"봉자살롱","y","n","","","04:30","17:00","04:30","17:00","","","흑돼지김밥, 미숫가루, 장어김밥, 라면, 참치김밥"
"서진향해장국","y","n","","","06:00","15:00","06:00","15:00","","","맑은해장국, 매운해장국, 내장탕"
"김서방재첩해장국","y","n","","","06:00","17:00","06:00","17:00","","","재첩해장국, 북어해장국"
"탭룸3029","","","","","11:00","22:00","11:00","22:00","","",""
"오쿠다","","","","","11:00","22:00","11:00","22:00","","",""
"영림흑돼지가든","y","y","","","11:00","22:00","11:00","22:00","","","생갈비, 양념갈비, 가브리살, 냉면"
"제주그림카페","","","","","09:00","18:00","09:00","18:15","","",""
"카페 글렌코","y","y","","","09:00","19:30","09:00","19:30","","","생강차, 그린한라봉차, 제주보리미숫가루블렌디드"
"고서방해물탕","y","y","y","","09:00","20:00","09:00","20:00","","","해물탕, 갈치조림, 향토음식"
"카페 베트로(CAF? VETRO)","y","","","","17:00","23:00","17:00","23:00","","",""
"카페덕수리2180","y","y","n","","11:00","18:00","11:00","18:00","","","제주과일로 만든 수제청"
"한라축산정육식당","y","y","","","10:00","22:00","10:00","22:00","","","한우육회, 간천엽, 한우도가니탕, 냉면"
"제주에가면","y","n","","","08:00","17:00","08:00","17:00","","","보말칼국수, 보말죽, 도담밥"
"카페빠네띠에","y","y","","","10:30","20:00","10:30","20:00","","","무화과깜빠뉴, 제주통밀식빵, 리얼바닐라빈라떼"
"대운정 ","y","y","n","","11:00","21:00","11:00","21:00","","","대게샤브샤브, 해물탕, 새우튀김"
"녹나무","y","y","y","요청시 제공","00:00","00:00","00:00","00:00","","","한우 구이, 흑돼지 구이, 은갈치조림"
"큰돈가 본점","y","n","","","12:00","22:00","12:00","22:00","","","흑돼지근고기, 30시간김치찌개"
"더비치하우스","n","n","n","","12:00","22:00","12:00","22:00","","","32종의 칵테일/구좌당근라자냐"
"도렐","y","n","","","08:30","20:30","08:30","20:30","","","너티클라우드, 여지홍, 옐로우페즈"
"다가미 애월점","y","n","","","09:00","18:00","08:00","15:00","","","다가미김밥, 참치로얄김밥, 매운멸치쌈"
"돌카롱 사려니숲길점","y","n","","","10:00","20:00","10:00","20:00","","","유채꽃카롱, 억새카롱, 수국카롱"
"순옥이네명가 함덕점","y","y","","","09:00","21:00","09:00","21:00","","","전복뚝배기, 오분작뚝배기, 전복물회"
"서울분식","y","n","","","11:00","21:00","11:00","21:00","","","김떡순"
"귤하르방 동문시장점","y","n","","","09:00","21:30","09:00","21:30","","","귤하르방빵. 귤하르방주스"
"그러므로part2","y","n","","","10:30","21:00","10:30","21:00","","","메리하하, 괜찮아요, 할수밖에, 레몬차, 진저라떼"
"쇼밥","","y","n","","11:30","20:00","11:30","20:00","","","수비드 소안심스테이크"
"미스틱3도","y","y","","","09:00","20:00","09:00","20:00","","","수제그래놀라요거트, 제주구좌당근케이크, 에그타르트"
"가리본가 본점","y","y","","","11:30","21:30","11:30","21:30","","","옛날가리찜, 매운가리찜, 해물가리찜"
"대독장(제주본점)","y","n","","","10:30","21:00","10:30","21:00","","","흑돼지김치찌개, 흑돼지두루치기"
