"여행일정ID","언어코드","제목","조회수","공유수","여행시작일","여행종료일","인원","여행기간","태그","등록일시","수정일시","추천일정등록여부","공개여부","댓글수","댓글수_1","북마크수","사용여부","SNS공유수","인기점수"
"14339","kr","3박4일 ",1,0,20/08/18,20/08/21,3,4,"휴식과 치유 여행,부모,숲산책",20/08/16,20/08/16,"n","n",0,0,0,"y",0,2
"14346","kr","온대관 전시 환경 개선을 위한 벤치마킹",1,0,20/09/08,20/09/10,3,3,"친구,휴식과 치유 여행,출장",20/08/17,20/08/17,"n","n",0,0,0,"y",0,2
"14347","kr","초등학생 어린이 맞춤 여행",0,0,20/09/12,20/09/20,4,9,"아이,활동/레저,아이맞춤여행,제주봄여행,제주도가족여행",20/08/17,20/08/17,"n","n",0,0,0,"y",0,
"14348","kr","2박3일 제주여행",1,0,20/08/18,20/08/20,4,3,"아이,휴식과 치유 여행,가족여행,멋진휴가",20/08/17,20/08/17,"n","n",0,0,0,"y",0,2
"14383","kr","3박 4일 제주여행",0,0,20/10/03,20/10/06,10,4,"휴식과 치유 여행,식도락여행,문화유산탐방,부모",20/08/22,20/08/22,"n","n",0,0,0,"y",0,
"14386","kr","3박4일 제주여행",1,0,20/09/18,20/09/21,2,4,"친구,레저와 체험,식도락",20/08/23,20/08/23,"n","n",0,0,0,"y",0,2
"14402","kr","드라이브로 즐기는 올레길 명소!",0,0,20/10/09,20/10/15,2,7,"커플,휴식과 치유 여행,올레길여행",20/08/27,20/08/27,"n","n",0,0,0,"y",0,
"14406","kr","제주, 두 번째 걸음",5,0,20/09/17,20/09/19,2,3,"휴식과 치유 여행,친구,힐링",20/08/30,20/09/13,"n","n",0,0,0,"y",0,10
"14408","kr","내사랑과드디어여름휴가",1,0,20/09/19,20/09/22,2,4,"커플,레저와 체험,휴식",20/08/31,20/08/31,"n","n",0,0,0,"y",0,2
"14409","kr","3박 4일 제주여행",0,0,20/10/05,20/10/08,2,4,"휴식과 치유 여행,커플,식도락여행,문화유산탐방",20/09/02,20/09/02,"n","y",0,0,0,"y",0,
"14414","kr","가족-당일치기",1,0,20/09/05,20/09/05,4,1,"아이,휴식과 치유 여행,추억",20/09/04,20/09/05,"n","n",0,0,0,"y",0,2
"14432","kr","첫도전 제주백패킹/오름트레킹",0,0,20/09/30,20/10/04,2,5,"친구,천천히 걷기,백패킹,오름투어",20/09/09,20/09/09,"n","n",0,0,0,"y",0,
"14433","kr","달구랑3박4일",1,0,20/09/15,20/09/18,4,4,"부모,휴식과 치유 여행,식도락",20/09/09,20/09/09,"n","n",0,0,0,"n",0,2
"14434","kr","달구랑3박4일",3,0,20/09/15,20/09/18,4,4,"부모,휴식과 치유 여행,식도락",20/09/09,20/09/12,"n","n",0,0,0,"n",0,6
"14438","kr","우리가족여행",0,0,20/10/14,20/10/17,4,4,"아이,휴식과 치유 여행,레저",20/09/10,20/09/10,"n","n",0,0,0,"y",0,
"14448","kr","소현이랑 제주여행",1,0,20/09/17,20/09/19,2,3,"커플,휴식과 치유 여행,ㅣㄷㄱㅈㄱ,ㅣ디지",20/09/12,20/09/12,"n","n",0,0,0,"y",0,2
"14451","kr","시부모님",1,0,20/09/25,20/09/28,4,4,"부모,휴식과 치유 여행,#치유,#여행,#시부모님",20/09/13,20/09/13,"n","n",0,0,0,"n",0,2
"14460","kr","1",2,0,20/10/02,20/10/06,1,5,"혼자,제주의 문화유산,ㅍ",20/09/14,20/09/25,"n","n",0,0,0,"y",0,4
"14461","kr","제주3-2GSAB",1,0,20/09/26,20/09/28,2,3,"친구,식도락 여행,휴식과,치유",20/09/14,20/09/14,"n","n",0,0,0,"y",0,2
"14462","kr","가족여행",4,0,20/10/02,20/10/04,3,3,"아이,휴식과 치유 여행,가족여행,제주도",20/09/14,21/02/03,"n","n",0,0,0,"n",0,8
"14469","kr","동남지역 뚜벅이 여행",1,0,20/09/20,20/09/23,2,4,"커플,식도락 여행,대중교통",20/09/15,20/09/15,"n","y",0,0,0,"n",0,2
"14471","kr","나홀로 여행",0,0,20/09/25,20/10/04,1,10,"혼자,휴식과 치유 여행,천천히걷기",20/09/15,20/09/15,"n","y",0,0,0,"y",0,
"14477","kr","d d",2,0,20/09/22,20/09/27,1,6,"혼자,휴식과 치유 여행,d,d d,d",20/09/16,20/09/17,"n","n",0,0,0,"y",0,4
"8763","cn","第一次的州旅行",2,0,19/04/30,19/05/05,4,6,"孩子,着孩子,家人",19/04/08,19/04/08,"n","n",0,0,0,"y",0,4
"8775","kr","3박4일",0,0,19/04/10,19/04/13,4,4,"부모,휴식과 치유 여행,가족,힐링",19/04/09,19/04/09,"n","n",0,0,0,"y",0,
"8819","kr","위치 보려고 만든거",1,0,19/05/11,19/05/14,1,4,"하하,고고,히히,식도락 여행,혼자",19/04/14,19/04/14,"n","n",0,0,0,"y",0,2
"8825","kr","4박5일 가족여행",4,0,19/07/10,19/07/14,3,5,"아이,레저와 체험,가족여행,제주여행",19/04/14,19/04/17,"n","n",0,0,0,"n",0,8
"8856","kr","우리가족",1,0,19/05/04,19/05/06,4,3,"부모,휴식과 치유 여행,가족",19/04/17,19/04/17,"n","n",0,0,0,"n",0,2
"8885","en","4 days 3 nights Jeju ",1,0,19/10/02,19/10/05,6,4,"Children,Leisure / Experience Program,Family",19/04/19,19/04/19,"n","n",0,0,0,"y",0,2
"8895","kr","에어맨",3,0,19/07/08,19/07/11,2,4,"친구,휴식과 치유 여행,공군",19/04/21,19/06/11,"n","n",0,0,0,"y",0,6
"8898","kr","나도 간다, JEJU",0,0,19/04/24,19/04/29,1,6,"혼자,휴식과 치유 여행,제주의문화유산",19/04/21,19/04/21,"n","n",0,0,0,"y",0,
"8899","kr","298기 예비경찰 여행일정",1,0,19/04/24,19/04/27,2,4,"친구,레저와 체험,1",19/04/21,19/04/21,"n","n",0,0,0,"y",0,2
"8950","kr","엄마랑 함께하는 동쪽마을 여행",2,0,19/05/08,19/05/09,2,2,"부모,휴식과 치유 여행,제주동부여행,구좌읍여행,마을여행",19/04/24,19/04/30,"n","y",0,0,0,"n",0,4
"8953","kr","엄마랑 함께하는 동쪽마을 여행",326,0,19/05/08,19/05/09,2,2,"부모,휴식과 치유 여행,제주동부여행,구좌읍여행,마을여행",19/04/24,21/09/10,"n","y",0,0,1,"n",0,652
"8995","kr","이와 붕어의 제주여행",1,0,19/04/29,19/05/02,2,4,"커플,전시와 행사,식도락여행",19/04/26,19/04/26,"n","n",0,0,0,"y",0,2
"9062","kr","나홀로 여행",0,0,19/05/13,19/05/16,1,4,"휴식과 치유 여행,혼자,감성",19/04/30,19/04/30,"n","n",0,0,0,"y",0,
"9084","jp","二泊三日、州旅行",5,0,19/05/03,19/05/05,2,3,"カップル,ヒリング,SNS",19/05/02,19/08/06,"n","n",0,0,0,"y",0,10
"9091","kr","제주도오오",1,0,19/07/25,19/08/06,3,13,"아이,제주의 문화유산,제주,완전,일주",19/05/02,19/05/02,"n","n",0,0,0,"y",0,2
"9116","kr","4박5일",1,0,19/05/03,19/05/07,2,5,"부모,휴식과 치유 여행,먹고,자고",19/05/03,19/05/03,"n","n",0,0,0,"y",0,2
"9117","en","4d3n jeju",1,0,19/07/11,19/07/14,2,4,"Friends,Leisure / Experience Program,Gourmet",19/05/03,19/05/03,"n","n",0,0,0,"n",0,2
"9118","en","4d3n jeju",5,0,19/07/11,19/07/14,2,4,"Friends,Leisure / Experience Program,Gourmet,jeju",19/05/03,19/07/11,"n","n",0,0,0,"y",0,10
"9119","cn","州深度探",2,0,19/05/11,19/05/16,2,6,"情,徒步,地之旅,自然/拍照",19/05/04,19/06/20,"n","y",0,0,0,"y",0,4
"9153","kr","처음떠나는우리만의제주도여행",1,0,19/05/12,19/05/14,4,3,"아이,레저와 체험,전시화행사",19/05/08,19/05/08,"n","n",0,0,0,"n",0,2
"9173","kr","제주여행",0,0,19/05/16,19/05/18,10,3,"부모,휴식과 치유 여행,맛집",19/05/10,19/05/10,"n","n",0,0,0,"y",0,
"9203","en","5 days",0,0,19/05/25,19/05/30,2,6,"Couple,Leisure / Experience Program,tag1,tag2,tag3",19/05/13,19/05/13,"n","n",0,0,0,"y",0,
"9204","en","Authentic Jeju experiences",1,0,19/05/25,19/05/30,2,6,"Couples,On Foot,Geo Trails,Landscapes",19/05/13,19/06/20,"n","y",0,0,0,"y",0,2
"9251","kr","우리들의 2박 3일 제주도 여행",2,0,19/05/27,19/05/29,6,3,"아이,휴식과 치유 여행,체험",19/05/15,19/05/19,"n","n",0,0,0,"y",0,4
"9303","kr","우리여행",0,0,19/05/18,19/05/21,4,4,"아이,가족여행,휴식과 치유 여행",19/05/18,19/05/18,"n","n",0,0,0,"n",0,
"9311","kr","우리들의 3박 4일 제주도 여행",1,0,19/08/27,19/08/30,5,4,"부모,휴식과 치유 여행,가족여행",19/05/19,19/05/19,"n","n",0,0,0,"n",0,2
"9313","kr","감자 감귤을 만나러가다",3,0,19/06/26,19/07/02,3,7,"친구,자전거,천천히 걷기",19/05/19,19/06/20,"n","y",0,0,0,"y",0,6
"9334","kr","2박3일",0,0,19/06/08,19/06/10,8,3,"부모,휴식과 치유 여행,제주",19/05/20,19/05/20,"n","n",0,0,0,"y",0,
"9335","kr","일정표",1,0,19/06/01,19/06/06,1,6,"혼자,휴식과 치유 여행,제주도",19/05/20,19/05/20,"n","n",0,0,0,"y",0,2
"9376","en","Trendy spots on social media",113,1,19/06/27,19/07/02,2,6,"Friends,Rest/Healing,Vacation,Culinary Tour,Landscapes",19/05/23,21/09/10,"n","y",0,0,1,"y",0,226
"9381","kr","제주도 여행",0,0,19/06/09,19/06/14,4,6,"아이,휴식과 치유 여행,초등학생,엄마와함께하는",19/05/24,19/05/24,"n","n",0,0,0,"y",0,
"9385","kr","그녀와의 2박3일",1,0,19/05/26,19/05/28,2,3,"커플,휴식과 치유 여행,/걷기/식도락",19/05/24,19/05/24,"n","n",0,0,0,"y",0,2
"9399","kr","가족",3,0,19/06/06,19/06/09,4,4,"아이,제주의 문화유산,체험",19/05/26,19/05/27,"n","n",0,0,0,"n",0,6
"9407","kr","윤이김",0,0,19/06/07,19/06/08,4,2,"친구,레저와 체험,하루",19/05/27,19/05/27,"n","n",0,0,0,"y",0,
"9419","kr","회인초 수학여행",1,0,19/05/29,19/05/31,10,3,"친구,제주의 문화유산,수학여행",19/05/28,19/05/28,"n","n",0,0,0,"n",0,2
"9420","kr","2019 회인초 수학여행",1,0,19/05/29,19/05/31,1,3,"친구,제주의 문화유산,수학여행",19/05/28,19/05/28,"n","n",0,0,0,"y",0,2
"14423","kr","우정여행",1,0,20/09/17,20/09/20,3,4,"친구,휴식과 치유 여행,친구,힐링",20/09/07,20/09/07,"n","n",0,0,0,"y",0,2
"14431","kr","우리가족 제주여행",0,0,20/09/23,20/10/06,3,14,"휴식과 치유 여행,부모,힐링,치유,휴식",20/09/09,20/09/09,"n","n",0,0,0,"n",0,
"14435","kr","2박 3일",1,0,20/09/11,20/09/13,6,3,"부모,레저와 체험,아이",20/09/09,20/09/09,"n","n",0,0,0,"y",0,2
"14440","kr","도아와의 2박3일 제주 여행",0,0,20/09/14,20/09/16,2,3,"커플,제주의 문화유산,아쿠아,승마",20/09/10,20/09/10,"n","n",0,0,0,"y",0,
"14446","kr","곧만나자",1,0,20/09/16,20/09/19,2,4,"휴식과 치유 여행,커플,자연",20/09/12,20/09/12,"n","n",0,0,0,"y",0,2
"14452","kr","우리여행",0,0,20/09/26,20/09/28,4,3,"부모,휴식과 치유 여행,#치유,#여헹,#힐링",20/09/13,20/09/13,"n","n",0,0,0,"y",0,
"14458","kr","제주",1,0,20/09/17,20/09/19,2,3,"커플,휴식과 치유 여행,제주북동",20/09/13,20/09/13,"n","y",0,0,0,"y",0,2
"14459","kr","2020 제주",0,0,20/09/23,20/09/30,1,8,"휴식과 치유 여행,혼자,제주여행,여름휴가,슬로우힐링",20/09/14,20/09/14,"n","n",0,0,0,"y",0,
"14463","kr","우정여행",0,0,20/09/18,20/09/21,3,4,"친구,휴식과 치유 여행,#걷기,#힐링#먹방",20/09/14,20/09/14,"n","n",0,0,0,"y",0,
"14464","kr","바다 보이는 맛집과 카페 골라가기",0,0,20/09/22,20/09/24,2,3,"먹방투어,맛집,카페,친구,휴식과 치유 여행",20/09/14,20/09/14,"n","n",0,0,0,"y",0,
"14465","kr","어머니랑",4,0,20/09/20,20/09/23,2,4,"부모,휴식과 치유 여행,호캉스",20/09/14,20/09/20,"n","n",0,0,0,"y",0,8
"14466","kr","너랑나랑 제주여행",1,0,20/09/16,20/09/18,2,3,"커플,휴식과 치유 여행,제주여행",20/09/15,20/09/15,"n","n",0,0,0,"y",0,2
"14470","kr","1",0,0,20/09/22,20/09/29,1,8,"휴식과 치유 여행,혼자,휴식,치유,여행",20/09/15,20/09/15,"n","n",0,0,0,"n",0,
"14472","kr","ㅇㅁㄹ",2,0,20/09/22,20/09/29,1,8,"혼자,휴식과 치유 여행,ㅇ,ㅇ,ㅇ",20/09/15,20/09/16,"n","n",0,0,0,"n",0,4
"14473","kr","서부",1,0,20/09/22,20/09/29,1,8,"혼자,휴식과 치유 여행,ㅇㅇㅇㅇㅇ,ㅇㅇ,ㅇㅇ",20/09/15,20/09/16,"n","n",0,0,0,"n",0,2
"14474","kr","우리가족 제주 은혼여행",0,0,20/09/23,20/09/25,4,3,"부모,천천히 걷기,가족,뚜벅이",20/09/15,20/09/15,"n","y",0,0,0,"y",0,
"14475","kr","신행 4박 5일",0,0,21/01/04,21/01/08,2,5,"커플,레저와 체험,휴식과치유여행,식도락여행",20/09/16,20/09/16,"n","n",0,0,0,"y",0,
"14478","kr","휴식 테마",1,0,20/10/19,20/10/21,9,3,"부모,천천히 걷기,휴식,식도락",20/09/16,20/09/16,"n","n",0,0,0,"y",0,2
"14479","kr","가족 3박4일 제주도여행",0,0,20/09/30,20/10/03,4,4,"천천히 걷기,커플,가족",20/09/17,20/09/17,"n","n",0,0,0,"y",0,
"14481","kr","가을여행",2,0,20/09/20,20/09/22,2,3,"커플,휴식과 치유 여행,가을,커플",20/09/18,20/09/18,"n","n",0,0,0,"y",0,4
"14483","kr","3박 4일 제주여행",2,0,20/09/17,20/09/20,2,4,"휴식과 치유 여행,커플,식도락여행,문화유산탐방",20/09/18,20/10/08,"n","n",0,0,0,"y",0,4
"14486","kr","허니문",2,0,20/11/28,20/12/03,2,6,"커플,천천히 걷기,휴식과,휴식과 치유여행",20/09/20,20/09/20,"n","n",0,0,0,"y",0,4
"14488","kr","당일치기",2,0,20/09/23,20/09/23,1,1,"혼자,식도락 여행,당일",20/09/20,20/09/22,"n","n",0,0,0,"y",0,4
"14489","kr","우리의 4박 5일 신혼여행",0,0,20/11/09,20/11/13,2,5,"커플,휴식과 치유 여행,#휴식,#치유,#식도락",20/09/20,20/09/20,"n","n",0,0,0,"y",0,
"14490","kr","9.21~9.23",3,0,20/09/21,20/09/23,2,3,"커플,휴식과 치유 여행,거리두기",20/09/20,20/09/21,"n","n",0,0,0,"y",0,6
"14491","kr","제주여행1",1,0,20/09/26,20/09/27,2,2,"커플,휴식과 치유 여행,제주여행",20/09/21,20/09/21,"n","n",0,0,0,"y",0,2
"14493","kr","투민부부힐링여행",1,0,20/09/23,20/09/26,2,4,"가파도,커플,레저와 체험",20/09/21,20/09/21,"n","y",0,0,0,"y",0,2
"14494","kr","2020 중이가족 제주도 여행",2,0,20/10/03,20/10/07,4,5,"아이,휴식과 치유 여행,제주여행,제주도",20/09/21,21/09/29,"n","n",0,0,0,"y",0,4
"14499","kr","가족여행",1,0,20/09/30,20/10/04,4,5,"부모,휴식과 치유 여행,이걸,이걸 왜",20/09/22,20/09/22,"n","n",0,0,0,"y",0,2
"14500","kr","너와 나의 첫번째 제주♡",1,0,20/09/25,20/09/27,2,3,"커플,전시와 행사,여유",20/09/22,20/09/22,"n","n",0,0,0,"n",0,2
"14502","kr"," 너와 나의 첫번째 제주♡",1,0,20/09/25,20/09/27,2,3,"커플,전시와 행사,여유",20/09/22,20/09/22,"n","n",0,0,0,"y",0,2
"14504","kr","제주도는 두번째라 ~",3,0,20/10/18,20/10/21,2,4,"휴식과 치유 여행,커플,두번째",20/09/23,20/10/01,"n","n",0,0,0,"y",0,6
"14505","kr","w/ J",3,0,20/10/08,20/10/10,2,3,"커플,식도락 여행,맛집",20/09/23,20/09/24,"n","n",0,0,0,"y",0,6
"14514","kr","신혼여행",1,0,20/10/25,20/10/31,2,7,"커플,식도락 여행,신혼여행,제주도",20/09/24,20/09/24,"n","y",0,0,0,"y",0,2
"14517","kr","옴댕마씨랑",0,0,20/10/03,20/10/03,2,1,"커플,식도락 여행,사랑",20/09/25,20/09/25,"n","n",0,0,0,"y",0,
"14519","kr","우당탕탕 준욱후",0,0,20/10/05,20/10/09,3,5,"친구,휴식과 치유 여행,레저",20/09/26,20/09/26,"n","n",0,0,0,"y",0,
"14520","kr","2박3일 제주여행",2,0,20/10/15,20/10/17,3,3,"친구,레저와 체험,2222",20/09/26,22/01/05,"n","n",0,0,0,"y",0,4
"14521","kr","9/28-29",1,0,20/09/28,20/09/29,4,2,"부모,휴식과 치유 여행,가족",20/09/26,20/09/26,"n","n",0,0,0,"y",0,2
"8735","en","Jeju Spring 4 nights trip",1,0,19/04/18,19/04/22,2,5,"Friends,Olle/Walking,layback",19/04/07,19/04/07,"n","n",0,0,0,"y",0,2
"8782","kr","-",0,0,19/04/16,19/04/18,3,3,"친구,휴식과 치유 여행,힐링",19/04/10,19/04/10,"n","n",0,0,0,"y",0,
"8785","kr","5월 제주도",2,0,19/05/05,19/05/08,2,4,"커플,휴식과 치유 여행,식도락",19/04/10,19/04/10,"n","n",0,0,0,"y",0,4
"8790","kr","6박7일 여행",0,0,19/05/01,19/05/07,2,7,"커플,천천히 걷기,올레길",19/04/11,19/04/11,"n","n",0,0,0,"y",0,
"8817","kr","5박6일",1,0,19/06/05,19/06/10,4,6,"아이,휴식과 치유 여행,낭만",19/04/14,19/05/13,"n","n",0,0,0,"n",0,2
"8833","en","Summer Vacation To Jeju-do",0,0,19/06/15,19/07/23,1,39,"Solo,Olle/Walking,Experience,Diving",19/04/15,19/04/15,"n","n",0,0,0,"y",0,
"8834","kr","2019 Mom's birthday trip ",4,0,19/04/27,19/05/01,4,5,"부모,휴식과 치유 여행,힐링,맛집",19/04/15,19/04/18,"n","n",0,0,0,"y",0,8
"8844","kr","서범커플",0,0,19/07/11,19/07/15,2,5,"커플,휴식과 치유 여행,러블리",19/04/16,19/04/16,"n","n",0,0,0,"n",0,
"8859","kr","여행",0,0,19/04/18,19/04/20,3,3,"부모,휴식과 치유 여행,음식",19/04/17,19/04/17,"n","n",0,0,0,"y",0,
"8893","en","Trendy spots on social media",2,0,19/05/19,19/05/24,2,6,"Friends,Rest/Healing,Vacation,Culinary Tour,Landscapes",19/04/21,19/04/26,"n","y",0,0,0,"y",0,4
"8894","kr","우리들의 3박4일 제주 여행",0,0,19/04/26,19/04/29,5,4,"레저와 체험,친구,휴식",19/04/21,19/04/21,"n","y",0,0,0,"y",0,
"8936","kr","혼자갈꺼야",3,0,19/04/24,19/04/29,1,6,"혼자,휴식과 치유 여행,여유",19/04/23,20/01/31,"n","y",0,0,0,"y",0,6
"8939","kr","여자3대여행",1,0,19/06/01,19/06/04,4,4,"아이,휴식과 치유 여행,엄마와",19/04/23,19/04/23,"n","n",0,0,0,"y",0,2
"8955","kr","가족여행",2,0,19/08/01,19/08/04,4,4,"아이,휴식과 치유 여행,체험",19/04/25,19/07/30,"n","n",0,0,0,"y",0,4
"9001","kr","부타돈",5,0,19/05/19,19/05/26,2,8,"커플,레저와 체험,휴식",19/04/27,19/05/12,"n","n",0,0,0,"y",0,10
"9002","kr","희.운",0,0,19/05/02,19/05/07,4,6,"아이,휴식과 치유 여행,.체험.휴식",19/04/27,19/04/28,"n","n",0,0,0,"n",0,
"9036","kr","2019 여름휴가",2,0,19/07/07,19/07/10,2,4,"커플,휴식과 치유 여행,여행,걷기",19/04/29,19/05/21,"n","n",0,0,0,"y",0,4
"9047","kr","제주부모님여행",3,0,19/05/19,19/05/20,5,2,"부모,휴식과 치유 여행,아이",19/04/29,19/04/30,"n","n",0,0,0,"y",0,6
"9077","kr","가족여행",0,0,19/05/04,19/05/08,6,5,"휴식과 치유 여행,아이,부모",19/05/01,19/05/01,"n","n",0,0,0,"y",0,
"9124","kr","5월의 제주여행",1,0,19/05/15,19/05/17,2,3,"커플,휴식과 치유 여행,봄여행",19/05/05,19/05/05,"n","n",0,0,0,"y",0,2
"9131","en","jeju trip",0,0,19/05/07,19/05/09,2,3,"Leisure / Experience Program,visita,a,jeju,Couple",19/05/05,19/05/05,"n","n",0,0,0,"y",0,
"9160","kr","한 템포 쉬어가는 여행",90,0,19/06/06,19/06/09,2,4,"부모,휴식과 치유 여행,숲,수목원",19/05/08,21/09/10,"n","y",0,0,0,"y",0,180
"9201","kr","친구들과의 여행",0,0,19/08/07,19/08/14,4,8,"친구,레저와 체험,맛집",19/05/12,19/05/12,"n","n",0,0,0,"y",0,
"9202","en","4 days 3 nights",0,0,20/01/13,20/01/16,4,4,"Parents,With Parents,Brother,leisure",19/05/12,19/05/12,"n","n",0,0,0,"y",0,
"9268","kr","컴팩트 제주투어",3,0,19/05/17,19/05/19,6,3,"친구,식도락 여행,compact",19/05/17,19/06/21,"n","n",0,0,0,"y",0,6
"9269","kr","제주4박5일",0,0,19/06/23,19/06/25,4,3,"아이,레저와 체험,식도락",19/05/17,19/05/17,"n","n",0,0,0,"y",0,
"9281","kr","엄마랑여행 ",0,0,19/05/27,19/05/28,2,2,"휴식과 치유 여행,엄마,해변,부모",19/05/17,19/05/17,"n","n",0,0,0,"n",0,
"9300","kr","우리여행",1,0,19/05/18,19/05/21,4,4,"아이,레저와 체험,가족여행",19/05/18,19/05/18,"n","n",0,0,0,"n",0,2
"9302","kr","가족여행",0,0,19/07/17,19/07/21,4,5,"부모,휴식과 치유 여행,가족여행,힐링여행",19/05/18,19/05/18,"n","n",0,0,0,"y",0,
"9304","kr","우리",1,0,19/05/18,19/05/21,4,4,"아이,가족여행,휴식과 치유 여행",19/05/18,19/06/20,"n","n",0,0,0,"y",0,2
"9306","kr","정선교 일병님과 떠나는 여행",1,0,19/06/30,19/07/03,2,4,"커플,휴식과 치유 여행,군인",19/05/18,19/05/18,"n","n",0,0,0,"y",0,2
"9333","kr","우리가족 3박4일 제주여행",2,0,19/05/25,19/05/28,3,4,"아이,휴식과 치유 여행,체험",19/05/20,19/05/23,"n","n",0,0,0,"n",0,4
"9339","kr","양가네 첫 여행",1,0,19/06/04,19/06/06,6,3,"부모,휴식과 치유 여행,가족여행",19/05/21,19/05/21,"n","n",0,0,0,"y",0,2
"9357","kr","우리가족 3박4일 제주여행",1,0,19/05/25,19/05/28,3,4,"아이,휴식과 치유 여행,탐방",19/05/23,19/05/23,"n","n",0,0,0,"n",0,2
"9358","kr","민중&재중",1,0,19/09/17,19/09/24,3,8,"아이,휴식과 치유 여행,문화예술",19/05/23,19/05/23,"n","n",0,0,0,"y",0,2
"9370","kr","우리가족 3박4일 제주도 여행",1,0,19/05/25,19/05/28,3,4,"아이,제주의 문화유산,휴식,관광",19/05/23,19/05/23,"n","n",0,0,0,"y",0,2
"9375","en","Jejudo",0,0,19/06/27,19/06/30,4,4,"Parents,Gourmet Travel,Tourist",19/05/23,19/05/23,"n","n",0,0,0,"y",0,
"9379","kr","통합기행",1,0,19/07/11,19/07/12,10,2,"친구,제주의 문화유산,기행",19/05/24,19/05/24,"n","n",0,0,0,"y",0,2
"14480","kr","제주4박5일",1,0,20/09/19,20/09/23,4,5,"친구,식도락 여행,캠핑",20/09/17,20/09/17,"n","n",0,0,0,"y",0,2
"14482","kr","제주",1,0,20/09/30,20/09/30,1,1,"혼자,레저와 체험,힐링",20/09/18,20/09/18,"n","n",0,0,0,"y",0,2
"14484","kr","2020 추석",2,0,20/10/01,20/10/04,2,4,"부모,휴식과 치유 여행,촬영",20/09/19,20/09/19,"n","n",0,0,0,"y",0,4
"14487","kr","제주 동쪽 구석구석 마을여행",0,0,20/09/23,20/09/26,3,4,"친구,제주의 문화유산,마을,오름",20/09/20,20/09/20,"n","y",0,0,0,"y",0,
"14492","kr","제주에서 버킷리스트 이루기",0,0,20/09/25,20/09/29,2,5,"레저와 체험,커플,액티비티,걷기/등반,드라이브",20/09/21,20/09/21,"n","y",0,0,0,"y",0,
"14496","kr","1000일",5,0,20/10/18,20/10/21,2,4,"커플,식도락 여행,쇼핑,풍경",20/09/22,22/02/26,"n","n",0,0,0,"y",0,10
"14498","kr","제주도",0,0,20/09/24,20/09/27,6,4,"친구,레저와 체험,여행",20/09/22,20/09/22,"n","n",0,0,0,"y",0,
"14506","kr","엄마랑 언니랑",4,0,20/09/30,20/10/03,3,4,"부모,천천히 걷기,#언니랑",20/09/23,22/02/01,"n","n",0,0,0,"y",0,8
"14513","kr","2박 3일 제주여행",2,0,20/09/30,20/10/02,2,3,"부모,레저와 체험,애월,중문",20/09/24,20/09/26,"n","n",0,0,0,"y",0,4
"14516","kr","ㅎㅇ",1,0,20/09/25,20/09/26,1,2,"혼자,휴식과 치유 여행,ㅎㅇ",20/09/25,20/09/25,"n","n",0,0,0,"y",0,2
"14518","kr","ㅇㅇㅇㅇㅇ",0,0,20/10/11,20/10/17,2,7,"친구,휴식과 치유 여행,ㅇㅇㅇㅇ",20/09/26,20/09/26,"n","n",0,0,0,"y",0,
"14530","kr","3박4일",1,0,20/10/06,20/10/09,3,4,"친구,휴식과 치유 여행,음식",20/09/27,21/03/21,"n","n",0,0,0,"y",0,2
"14531","kr","초등학생 어린이 맞춤 여행",0,0,20/10/05,20/10/09,2,5,"아이,활동/레저,아이맞춤여행,제주봄여행,제주도가족여행",20/09/27,20/09/27,"n","y",0,0,0,"y",0,
"14533","kr","가족 여행",0,0,20/10/02,20/10/04,9,3,"아이,활동/레저,아이맞춤여행,제주봄여행,제주도가족여행",20/09/28,20/09/28,"n","y",0,0,0,"y",0,
"14534","kr","20주년제주여행",2,0,20/10/19,20/10/23,9,5,"친구,휴식과 치유 여행,자연",20/09/28,20/10/19,"n","n",0,0,0,"y",0,4
"14535","kr","민정모 5박 6일 여행",1,0,20/10/22,20/10/27,2,6,"커플,휴식과 치유 여행,먹방,첫제주도여행,기대된다",20/09/28,20/09/29,"n","n",0,0,0,"y",0,2
"14537","kr","가을 제주여행",2,0,20/10/16,20/10/21,4,6,"아이,레저와 체험,음식기행",20/09/28,20/09/29,"n","n",0,0,0,"y",0,4
"14541","kr","우리식구만",0,0,20/10/23,20/10/29,4,7,"휴식과 치유 여행,자연,아이",20/09/29,20/09/29,"n","n",0,0,0,"y",0,
"14542","kr","오직 제주에서만 가능한 여행",1,0,20/10/01,20/10/03,4,3,"친구,활동/레저,우정여행,체험",20/09/29,20/09/29,"n","y",0,0,0,"n",0,2
"14553","kr","우리가족 제주여행",2,0,20/10/08,20/10/12,4,5,"아이,제주의 문화유산,관광",20/10/01,20/10/02,"n","n",0,0,0,"y",0,4
"14554","kr","효경지효 제주여행",2,0,20/10/16,20/10/21,4,6,"아이,레저와 체험,맛집탐장",20/10/01,20/10/02,"n","n",0,0,0,"y",0,4
"14555","kr","제주 한달",0,0,20/10/07,20/10/27,2,21,"커플,휴식과 치유 여행,걷기,식도락",20/10/02,20/10/02,"n","n",0,0,0,"y",0,
"14558","kr","윤미",1,0,20/10/04,20/10/06,2,3,"친구,휴식과 치유 여행,식도락",20/10/03,20/10/03,"n","n",0,0,0,"y",0,2
"14559","kr","지인들과 3박4일",2,0,20/10/31,20/11/03,6,4,"휴식과 치유 여행,친구,ㅁ",20/10/03,20/10/04,"n","n",0,0,0,"n",0,4
