,AREA_NM,주소,태그,주요목적,주요목적기타,co2,lg_cat,md_cat
552,지그리오름 (큰지그리),제주특별자치도 제주시 조천읍 남조로 2023,"#오름 #걷기/등산 #자연경관
#도보여행 #도보",,,4.831688882772545,자연,산
553,지포뮤지엄,제주특별자치도 서귀포시 성산읍 섭지코지로 107,"#실내 #미술/박물관 #친구
#커플 #비.눈 #사계절 #실내관광지 #어트랙션",,,5.3393316432910085,공연/전시,
554,차귀도요트,제주특별자치도 제주시 한경면 한경해안로 156 2층,"#요트 #액티비티 #부모
#맑음 #체험 #레저/체험 #어트랙션",,,1.4644077334545456,레저/체험,해양레저
555,차귀도유람선,제주특별자치도 제주시 한경면 노을해안로 1163 차귀도유람선,"#차귀도 #유람선 #둘레길
#차귀도유람선 #섬여행 #자연경관 #체험 #도보여행 #도보 #어트랙션","등산,해양스포츠,체험","차귀도 둘레길 탐방, 차귀도 경치 유람",0.0874007567272727,자연,바다
557,"천아오름(틍낭오름,天娥岳)",제주특별자치도 제주시 애월읍 산록서로 678-207,"#오름 #걷기/등산 #친구
#아이 #흐림 #자연경관 #도보여행 #도보 #어린이",,,0.0673731828,자연,산
560,카카오본사(구 스페이스닷원),제주특별자치도 제주시 첨단로 242,"#체험관광 #카카오 #다음
#아이 #실내관광지 #문화관광 #어린이 #어트랙션 #포토스팟 #제주명품42 #제주7대건축물",,,16.114343096562134,레저/체험,
567,평화통일 불사리탑,제주특별자치도 제주시 조천읍 일주동로 884,"#문화유적지 #맑음 #문화관광
#역사유적",,,1.976689764,테마파크/테마관광지,유적지
568,포도갤러리 in 포도호텔,제주특별자치도 서귀포시 안덕면 산록남로 863 포도호텔 지하1층,"#예술 #실내 #미술/박물관
#비.눈 #겨울 #실내관광지 #문화관광 #호텔 #어트랙션",,,5.3393316432910085,공연/전시,
569,프랑스샤르망,제주특별자치도 제주시 한림읍 명상로 37,"#실내 #미술/박물관 #비.눈
#흐림 #사계절 #실내관광지 #문화관광 #어트랙션",,,0.0328706531999999,공연/전시,
570,플레이박스VR,제주특별자치도 제주시 은수길 69,"#실내 #테마공원 #아이
#비.눈 #흐림 #사계절 #실내관광지 #어린이 #어트랙션",,,5.907151951990955,테마파크/테마관광지,유적지외
571,피규어뮤지엄 제주,제주특별자치도 서귀포시 안덕면 한창로 243,"#실내 #테마공원 #아이
#비.눈 #흐림 #겨울 #실내관광지 #어린이 #어트랙션",,,4.069009627272727,테마파크/테마관광지,유적지외
572,핀크스 골프클럽,제주특별자치도 서귀포시 안덕면 산록남로 863,"#골프 #액티비티 #체험
#레저/체험 #어트랙션",,,123.6782592818182,레저/체험,골프
573,한국야구명예전당(야구박물관),제주특별자치도 서귀포시 중산간서로 97-1,"#실내 #미술/박물관 #비.눈
#실내관광지 #문화관광 #박물관 #어트랙션",공연/전시,,1.50279497675,공연/전시,
574,성산일출봉(UNESCO 세계자연유산),제주특별자치도 서귀포시 성산읍 일출로 284-12,"#일출 #오름 #경관/포토
#부모 #자연경관 #포토스팟 #유네스코",등산,산책로. 올레코스. 오름,7.606409026090909,자연,산
579,4·3해원방사탑,제주특별자치도 제주시 신산로 82,"#4.3 #문화유적지 #문화관광
#제주4.3 #역사유적 #어트랙션",,,1.0705070975864834,테마파크/테마관광지,유적지
581,SM 디지털아트 뮤지엄,제주특별자치도 제주시 애월읍 애월해안로 516-7,"#부모 #커플 #혼자
#친구 #아이 #사계절 #실내관광지 #문화관광 #어린이 #어트랙션",,,23.279322972,공연/전시,
583,WE호텔 웰니스센터,제주특별자치도 서귀포시 1100로 453-95,"#웰니스 #뷰티 #스파
#테라피 #헬스케어 #호텔 #어트랙션",,,116.25562073,레저/체험,헬스케어
584,가마오름,제주특별자치도 제주시 한경면 청수서5길 63,"#오름 #걷기/등산 #자연경관
#도보여행 #도보",,,0.568778863,자연,산
585,가마오름 진지동굴,제주특별자치도 제주시 한경면 청수서5길 63,"#친구 #아이 #문화유적지
#동굴 #오름 #문화관광 #역사유적 #도보여행 #도보 #어린이 #어트랙션",,,0.568778863,테마파크/테마관광지,유적지
586,해거름전망대,제주특별자치도 제주시 한경면 일주서로 4641,"#경관/포토 #맑음 #포토스팟
#어트랙션",,,44.63300636181818,레저/체험,전망대
587,가문이오름(감은이오름),제주특별자치도 서귀포시 표선면 남조로 1487-73,"#커플 #혼자 #친구
#맑음 #오름 #가을 #자연경관 #도보여행 #도보",,,4.831688882772545,자연,산
590,간세공방,제주특별자치도 서귀포시 중정로 22,"#실내 #액티비티 #비.눈
#사계절 #체험 #레저/체험 #어트랙션",,,5.0589567152,레저/체험,공방
591,감귤박물관 월라봉 산책로 - 생이소리길,제주특별자치도 서귀포시 효돈순환로 441,"#부모 #커플 #맑음
#휴식/힐링 #자연경관 #체험 #실내관광지 #문화관광 #박물관 #도보여행 #도보 #언택트 #어트랙션",,,0.4164548573,자연,
592,감귤상웨빵 체험,제주특별자치도 서귀포시 남원읍 하례중앙로 95,"#친구 #커플 #체험관광
#감귤 #감귤상웨빵 #제주전통 빵 #실내관광지 #체험 #어트랙션",체험,감귤상웨빵 만들기,0.97806618,레저/체험,
595,갓전시관[갓전수교육관],제주특별자치도 제주시 조천읍 남조로 1904,"#실내 #미술/박물관 #부모
#비.눈 #사계절 #실내관광지 #어트랙션",공연/전시,,1.8255398615454543,공연/전시,
599,갤러리2 중선농원,제주특별자치도 제주시 영평길 269,"#혼자 #미술/박물관 #사계절
#전시 #예술 #문화 #카페 #실내관광지 #어트랙션",,,0.1211318538999999,공연/전시,
602,거인의 정원,제주특별자치도 제주시 대원길 58,"#예술 #갤러리 #실내
#카페 #실내관광지 #문화관광 #어트랙션",,,0.9551002311176472,공연/전시,
604,건강장수마을 산양리 농어촌체험마을,제주특별자치도 제주시 한경면 중산간서로 3169,"#체험관광 #아이 #흐림
#사계절 #체험 #마을산책 #마을관광 #어린이 #어트랙션",,,0.7882174943636364,테마파크/테마관광지,유적지외
609,강정어촌계,제주특별자치도 서귀포시 말질로 290,"#경관/포토 #체험관광 #해변
#바릇잡이 #체험 #포토스팟 #어트랙션",체험,바릇잡이,0.286697371,자연,바다
611,고사리숲,제주특별자치도 제주시 애월읍 평화로 2715 제주관광대학교 내 창업보육센터 본관 315호,"#체험관광 #아이 #화장품
#자연경관 #체험 #숲 #어린이",,,3.1231316793,자연,
614,고요산책,제주특별자치도 제주시 중앙로12길 5,"#혼자 #친구 #휴식/힐링
#체험관광 #사계절 #휴식/치유 #체험 #어트랙션",,,0.6306969161,레저/체험,
620,관음사 군 주둔지 옛터,제주특별자치도 제주시 산록북로 660,"#4.3 #문화유적지 #문화관광
#제주4.3 #역사유적 #한라산 #언택트 #어트랙션",,,1.0705070975864834,테마파크/테마관광지,유적지
621,고내리 다락쉼터,제주특별자치도 제주시 애월읍 애월해안로 284,#쉼터 #공원 #해안도로,,,1.7778594001,레저/체험,
626,궁대오름(궁대악),제주특별자치도 서귀포시 성산읍 금백조로 446,"#부모 #커플 #친구
#경관/포토 #휴식/힐링 #테마공원 #오름 #사계절 #청년 #중/장년 #휴식/치유 #자연경관 #도보여행 #도보 #포토스팟",,,0.9347472792727272,자연,산
627,귤빛캠핑장,제주특별자치도 제주시 조천읍 함와로 428,"#야영장 #캠핑장 #액티비티
#커플 #맑음 #여름 #체험 #레저/체험 #캠핑 #언택트 #어트랙션",,,0.8043243264545453,레저/체험,캠핑
630,금룡사,제주특별자치도 제주시 구좌읍 김녕로 148-11,"#실내 #휴식/힐링 #사계절
#문화관광 #어트랙션",,,0.7892771544545454,공연/전시,
631,금룡사 템플스테이,제주특별자치도 제주시 구좌읍 김녕로 148-11,"#템플스테이 #실내 #휴식/힐링
#커플 #흐림 #사계절 #문화관광 #체험 #어트랙션",,템플스테이,0.7892771544545454,레저/체험,
632,금붕사,제주특별자치도 제주시 구좌읍 일주동로 3618-1,"#문화유적지 #사찰 #휴식
#절 #실내관광지 #체험 #역사유적 #어트랙션",,,0.9071961192727273,테마파크/테마관광지,유적지
633,관음사 템플스테이,제주특별자치도 제주시 산록북로 660,"#템플스테이 #휴식/힐링 #커플
#흐림 #사계절 #문화관광 #체험 #한라산 #언택트 #어트랙션",,,12.081734682909094,레저/체험,
634,기독교순례길 1코스(순종의길),제주특별자치도 제주시 애월읍 금성하안길 3,"#걷기/등산 #흐림 #봄
#가을 #문화관광 #도보여행 #도보 #어트랙션",,,0.7576992863636364,자연,산
636,기독교순례길 3코스(사명의길),제주특별자치도 제주시 한경면 조수3길 7,"#걷기 #봄 #가을
#문화관광 #도보여행 #도보 #어트랙션",,,0.7437117742727272,자연,
640,김녕항,제주특별자치도 제주시 구좌읍 김녕항1길 50-13,"#지질공원 #해변 #혼자
#맑음 #자연경관",,,0.5321782066,자연,바다
643,김택화미술관,제주특별자치도 제주시 조천읍 신흥로 1,"#미술관 #제주풍경 #화방
#실내관광지 #문화관광 #어트랙션",,,0.5158001015454545,공연/전시,
646,꿈바당 어린이도서관,제주특별자치도 제주시 연오로 140,"#아이 #문화관광 #어린이
#어트랙션",,,5.623585949400001,공연/전시,
647,낙천아홉굿마을 의자공원,제주특별자치도 제주시 한경면 낙수로 97,"#부모 #커플 #혼자
#친구 #아이 #맑음 #흐림 #경관/포토 #휴식/힐링 #테마공원 #체험관광 #사계절 #청년 #중/장년 #노년 #휴식/치유 #체험 #마을산책 #마을관광 #포토스팟 #어린이 #언택트 #어트랙션",,,0.140298984,테마파크/테마관광지,유적지외
652,남원 위미2리 어촌계,제주특별자치도 서귀포시 남원읍 태위로 208,"#경관/포토 #체험관광 #해변
#바릇잡이 #올레5코스 #체험 #포토스팟 #어트랙션",체험,바릇잡이,0.660380111909091,자연,바다
653,남원항 (남원포구),제주특별자치도 서귀포시 남원읍 남태해안로 140,"#맑음 #경관/포토 #문화유적지
#사계절 #자연경관 #역사유적 #포토스팟 #언택트",,,0.3648197447272727,테마파크/테마관광지,유적지
654,내창트레킹,제주특별자치도 서귀포시 남원읍 하례중앙로 95,"#친구 #혼자 #맑음
#걷기/등산 #체험관광 #내창트레킹 #효돈천 #자연경관 #체험 #어트랙션",체험,내창트레킹,0.97806618,자연,산
655,노형수퍼마켙,제주특별자치도 제주시 노형로 89,"#부모 #커플 #혼자
#친구 #아이 #휴식/힐링 #테마공원 #미술/박물관 #사계절 #전시와행사 #실내관광지 #문화관광 #어린이 #어트랙션 #안전여행스탬프",,,7.498472058099999,테마파크/테마관광지,유적지외
666,대유ATV수렵사격랜드,제주특별자치도 서귀포시 상예로 381,"#권총 #클레이 #라이플사격
#ATV #실내관광지 #체험 #어트랙션","수렵,체험",,4.202827730499999,레저/체험,
667,농개,제주특별자치도 서귀포시 성산읍 환해장성로111번길 4,"#맑음 #휴식/힐링 #여름
#해변 #올레 #물놀이 #용천수 #낚시 #자연경관","물놀이,기타","낚시, 물놀이",2.8072936583636365,자연,바다
668,대정현역사자료전시관,제주특별자치도 서귀포시 대정읍 상모대서로 17,"#친구 #아이 #문화공간
#전시관 #실내관광지 #문화관광 #어린이 #어트랙션",,,0.5839998191818183,공연/전시,
670,더마카트,제주특별자치도 제주시 한림읍 월림7길 155,"#부모 #아이 #커플
#체험관광 #액티비티 #체험 #레저/체험 #어린이 #어트랙션",,,16.114343096562134,레저/체험,
671,더힐하우스스파,제주특별자치도 제주시 한림읍 한창로 925-122,#힐링 #스파 #어트랙션,,,63.87420667,레저/체험,헬스케어
674,도령모루,제주특별자치도 제주시 도령로 175,"#4.3 #문화유적지 #문화관광
#제주4.3 #역사유적 #어트랙션",,,0.1853981135454545,테마파크/테마관광지,유적지
675,성산일출봉(UNESCO 세계자연유산),제주특별자치도 서귀포시 성산읍 일출로 284-12,"#일출 #오름 #경관/포토
#부모 #자연경관 #포토스팟 #유네스코",등산,산책로. 올레코스. 오름,7.606409026090909,자연,산
676,대정현역사자료전시관,제주특별자치도 서귀포시 대정읍 상모대서로 17,"#친구 #아이 #문화공간
#전시관 #실내관광지 #문화관광 #어린이 #어트랙션",,,0.5839998191818183,공연/전시,
678,더마카트,제주특별자치도 제주시 한림읍 월림7길 155,"#부모 #아이 #커플
#체험관광 #액티비티 #체험 #레저/체험 #어린이 #어트랙션",,,16.114343096562134,레저/체험,
679,더힐하우스스파,제주특별자치도 제주시 한림읍 한창로 925-122,#힐링 #스파 #어트랙션,,,63.87420667,레저/체험,헬스케어
682,도령모루,제주특별자치도 제주시 도령로 175,"#4.3 #문화유적지 #문화관광
#제주4.3 #역사유적 #어트랙션",,,0.1853981135454545,테마파크/테마관광지,유적지
685,대정면 4.3사건 위령비,제주특별자치도 서귀포시 대정읍 동일하모로 158-3,"#4.3 #문화유적지 #문화관광
#제주4.3 #역사유적 #어트랙션",,,1.0230381502727273,테마파크/테마관광지,유적지
687,돔베낭길,제주특별자치도 서귀포시 태평로92번길 49,"#해변 #걷기/등산 #흐림
#자연경관 #도보여행 #도보",,,0.1186141017,자연,바다
694,디스커버제주,제주특별자치도 서귀포시 대포로 26,"#액티비티 #가족여행 #친구
#커플 #체험여행 #체험 #레저/체험 #어트랙션",,,0.2883292471999999,레저/체험,
698,로로 요가,제주특별자치도 제주시 조천읍 조함해안로 519-10,"#친구 #혼자 #맑음
#휴식/힐링 #요가 #패들요가 #어트랙션",체험,"패들보드, 요가",9.37718565818182,레저/체험,헬스케어
700,마라도 섬투어,제주특별자치도 서귀포시 대정읍 마라로 65,"#겨울 #마라도 #자연경관
#체험 #도보 #도보여행 #언택트 #포토스팟 #섬속의섬 #어트랙션",,,0.0,자연,바다
704,맛있는 철학자(태반의땅제주),제주특별자치도 서귀포시 토평로50번길 31,"#친구 #아이 #사계절
#체험관광 #6차산업 #어린이 #어트랙션",,,0.2527077168333334,레저/체험,
706,라온주 실내체험동물원,제주특별자치도 제주시 한림읍 월림7길 155,"#아이 #테마공원 #실내관광지
#체험 #어린이 #어트랙션 #어린이동물농장",,,16.114343096562134,레저/체험,
708,명월팽나무군락,제주특별자치도 제주시 한림읍 명월로 71,"#문화유적지 #경관/포토 #여름
#자연경관 #역사유적 #포토스팟",,,0.5711567398999999,테마파크/테마관광지,유적지
712,무릉도원마을,제주특별자치도 서귀포시 대정읍 중산간서로 2868,"#부모 #커플 #혼자
#친구 #아이 #체험관광 #마을산책 #마을관광 #어린이 #어트랙션",,,0.9982844928181815,테마파크/테마관광지,유적지외
714,무비랜드왁스뮤지엄,제주특별자치도 서귀포시 중문관광로 205,#박물관 #밀랍인형 #실내관광지,,,1.5640369667,공연/전시,
716,성산일출봉(UNESCO 세계자연유산),제주특별자치도 서귀포시 성산읍 일출로 284-12,"#일출 #오름 #경관/포토
#부모 #자연경관 #포토스팟 #유네스코",등산,산책로. 올레코스. 오름,7.606409026090909,자연,산
717,묵리해안쉼터,제주특별자치도 제주시 추자면 추자로 376-6,"#해변 #문화유적지 #문화관광
#역사유적 #어트랙션",,,0.0426831047272727,테마파크/테마관광지,유적지
720,문서프,제주특별자치도 제주시 애월읍 곽지7길 1,"#서핑 #곽지 #곽지해수욕장
#애월 #해변 #해수욕장 #물놀이 #어트랙션",,,0.0362615651818181,자연,바다
722,문화빳데리 충전소,제주특별자치도 서귀포시 중정로 76,"#미술/박물관 #사계절 #예술
#실내관광지 #어트랙션",,,1.1804329823939392,공연/전시,
728,바당미술관,제주특별자치도 서귀포시 대정읍 노을해안로 96,"#예술 #실내 #미술/박물관
#커플 #비.눈 #겨울 #미술관 #실내관광지 #문화관광 #어트랙션",,,0.09325008,공연/전시,
729,바릇스파,제주특별자치도 제주시 한림읍 한림로 392 3층,#스파 #필링 #어트랙션,,,0.4734306561,레저/체험,헬스케어
733,백제사,제주특별자치도 제주시 애월읍 광령남6길 54 백제사,"#실내 #문화유적지 #흐림
#맑음 #사계절 #문화관광 #역사유적 #어트랙션",,,1.3304455164,테마파크/테마관광지,유적지
734,백제사 템플스테이,제주특별자치도 제주시 애월읍 광령남6길 54 백제사,"#템플스테이 #실내 #휴식/힐링
#커플 #흐림 #사계절 #문화관광 #체험 #어트랙션",,,1.3304455164,레저/체험,
735,밸런싱 요가,제주특별자치도 제주시 중앙로 492,"#혼자 #필라테스 #메디컬요가
#요가 #어트랙션",체험,"요가, 기구 필라테스, 메디컬 요가",5.9612232960909095,레저/체험,헬스케어
736,법정사,제주특별자치도 서귀포시 1100로 740-168,"#역사 #유적지 #체험
#역사유적 #어트랙션",,,1.0045831118000002,테마파크/테마관광지,유적지
738,벨리타,제주특별자치도 제주시 조천읍 중산간동로 1194,"#야영장 #캠핑장 #액티비티
#흐림 #자연경관 #체험 #레저/체험 #캠핑 #언택트 #어트랙션",,,0.6570315865454546,레저/체험,캠핑
745,봉글레산,제주특별자치도 제주시 추자면 대서5길 1,"#오름 #걷기/등산 #맑음
#자연경관",,,0.3284946001818181,자연,산
748,부영컨트리클럽,제주특별자치도 서귀포시 남원읍 남조로 960 부영CC,"#골프 #액티비티 #체험
#레저/체험 #어트랙션",,,3.850168644,레저/체험,골프
749,북촌리 4.3길,제주특별자치도 제주시 조천읍 북촌3길 3,"#4.3 #길 #도보
#북촌 #너븐숭이 #자연경관 #문화관광 #체험 #제주4.3 #역사유적 #도보여행 #언택트",,,1.464322960727273,테마파크/테마관광지,유적지
752,불탑사 (5층석탑),제주특별자치도 제주시 원당로16길 41,"#문화유적지 #사계절 #부모
#아이 #혼자 #친구 #커플 #문화관광 #역사유적 #어트랙션",,,1.2302483054,테마파크/테마관광지,유적지
753,붉은오름(성산읍),제주특별자치도 서귀포시 성산읍 섭지코지로 261,"#부모 #커플 #친구
#혼자 #맑음 #오름 #자연경관 #도보여행 #도보 #단풍",,,0.0712091519090909,자연,산
758,빛의 벙커,제주특별자치도 서귀포시 성산읍 서성일로1168번길 89-17,"#관광지 #안전여행스탬프 #문화관광
#미술관 #실내관광지",,,10.111572423909092,공연/전시,
760,쁘램 요가,제주특별자치도 제주시 연북로 88,"#혼자 #휴식/힐링 #요가
#플라잉요가 #메디컬요가 #빈야사요가 #하타요가 #테랍툴요가 #어트랙션",체험,"플라잉요가, 메디컬 요가, 빈야사 요가, 테랍툴 요가, 하타요가",5.4634289372,레저/체험,헬스케어
761,사계 용머리해안 (해산물),제주특별자치도 서귀포시 안덕면 사계남로216번길 28,"#부모 #커플 #혼자
#친구 #경관/포토 #휴식/힐링 #문화유적지 #사계절 #청년 #중/장년 #노년 #휴식/치유 #자연경관 #역사유적 #포토스팟",,,1.013755528818182,테마파크/테마관광지,유적지
764,산방산 랜드,제주특별자치도 서귀포시 안덕면 사계남로216번길 24-32,"#액티비티 #친구 #커플
#체험 #레저/체험 #어트랙션",,,0.4659536951818181,레저/체험,
765,산지천갤러리,제주특별자치도 제주시 중앙로3길 36,"#경관/포토 #미술/박물관 #체험관광
#실내 #사계절 #실내관광지 #포토스팟 #어트랙션",,,3.697412297000001,레저/체험,
767,삼다수숲길 지질트레일,제주특별자치도 제주시 조천읍 교래3길 98,"#숲길 #걷기/등산 #혼자
#흐림 #봄 #자연경관 #도보여행 #도보 #단풍 #숲 #언택트 #지질트레일 #유네스코 #어트랙션",,,1.7529319584545455,자연,산
773,상추자항,제주특별자치도 제주시 추자면 추자로 39,"#혼자 #친구 #맑음
#추자도",,,0.5555585447272727,자연,바다
779,서귀포 하영올레,제주특별자치도 서귀포시 중앙로 105,"#휴식/힐링 #휴식/치유 #자연경관
#체험 #도보여행 #도보",,,3.411126292990945,자연,
780,서귀포농업기술센터 제주농업생태원,제주특별자치도 서귀포시 남원읍 중산간동로 7413,"#테마공원 #전시와행사 #자연경관
#어트랙션",,,7.830548308818183,자연,
781,서귀포시립기당미술관,제주특별자치도 서귀포시 남성중로153번길 15,"#실내 #미술/박물관 #비.눈
#겨울 #실내관광지 #미술관 #문화관광 #어트랙션",,,6.947970210799999,공연/전시,
783,서귀포호텔 카라반,제주특별자치도 서귀포시 상예로 319,"#야영장 #캠핑장 #숙소
#호텔 #캠핑 #힐링쉼터 #힐링 #언택트",,,0.6520268122049242,레저/체험,캠핑
784,서부두명품횟집거리,제주특별자치도 제주시 서부두길 16,"#사계절 #청년 #중/장년
#노년 #휴식/치유 #체험관광 #휴식/힐링 #어트랙션",,,8.1122440838,레저/체험,
785,서중천탐방로,제주특별자치도 서귀포시 남원읍 서성로 755,"#부모 #커플 #친구
#맑음 #흐림 #휴식/힐링 #자연경관 #체험 #도보여행 #도보 #어트랙션",,,1.1744847576363635,자연,
792,성읍승마장,제주특별자치도 서귀포시 표선면 번영로 2650,"#승마 #액티비티 #체험
#레저/체험 #어트랙션",,,2.9227838825,레저/체험,승마
797,소남머리,제주특별자치도 서귀포시 칠십리로 145,"#경관/포토 #부모 #커플
#혼자 #친구 #아이 #자연경관 #포토스팟 #어린이",,,7.696437739090908,자연,
801,소암현중화기념관,제주특별자치도 서귀포시 소암로 15,"#실내 #미술/박물관 #비.눈
#사계절 #실내관광지 #어트랙션",공연/전시,,3.891792088666666,공연/전시,
808,송악카트체험장,제주특별자치도 서귀포시 대정읍 송악관광로 404,"#액티비티 #아이 #맑음
#체험 #레저/체험 #어린이 #수상레저 #어트랙션",,,0.1772684021,레저/체험,해양레저
809,송악힐링풋스킨,제주특별자치도 서귀포시 대정읍 송악관광로 399,#휴식/힐링 #어트랙션,,,0.7171863652,레저/체험,헬스케어
816,스쿠버스쿨,제주특별자치도 제주시 서해안로 301,"#커플 #혼자 #친구
#체험관광 #액티비티 #해양스포츠 #스쿠버다이빙 #체험 #레저/체험 #waterleisure #수상레저 #어트랙션",,,0.1708171921818181,레저/체험,해양레저
825,신풍리 밭담길,제주특별자치도 서귀포시 성산읍 신풍하동로 39,"#밭담 #성산 #신풍리
#농촌체험마을 #자연경관 #문화관광 #체험 #도보여행 #도보 #언택트",,,0.8190324073636363,자연,
827,신효 생활개선회,제주특별자치도 서귀포시 효돈순환로 44,"#체험관광 #아이 #감귤
#어린이 #어트랙션",,,0.4164548573,레저/체험,
828,신효베스트마을,제주특별자치도 서귀포시 일주동로 8190,"#체험관광 #아이 #귤향과즐
#마을산책 #마을관광 #어린이 #어트랙션",,,0.0226131443,테마파크/테마관광지,유적지외
829,신흥2리 동백마을,제주특별자치도 서귀포시 남원읍 한신로531번길 22-1,"#웰니스 #만남 #즐김
#치유 #체험 #부모 #자연경관 #마을산책 #마을관광 #동백 #어트랙션",,,0.3421006343636363,자연,
831,씨에스호텔 프라이빗스파,제주특별자치도 서귀포시 중문관광로 198,"#씨에스호텔 #프라이빗스파 #스파
#호텔 #어트랙션",,,19.871125798,레저/체험,헬스케어
833,아라리오뮤지엄동문모텔1,제주특별자치도 제주시 산지로 37-5,"#실내 #미술/박물관 #비.눈
#겨울 #실내관광지 #문화관광 #어트랙션",,,4.1559695655,공연/전시,
839,아홉굿마을 낙천리 농어촌체험마을,제주특별자치도 제주시 한경면 낙수로 97,"#체험관광 #아이 #사계절
#체험 #마을산책 #마을관광 #어린이 #어트랙션",,,0.140298984,테마파크/테마관광지,유적지외
840,안덕면 사계어촌계,제주특별자치도 서귀포시 안덕면 형제해안로 20,"#경관/포토 #체험관광 #해변
#바릇잡이 #체험 #포토스팟 #어트랙션","체험,물놀이",바릇잡이,1.6391605130657607,자연,바다
841,"안세미 (명도오름,明道岳)",제주특별자치도 제주시 번영로 940,"#오름 #걷기/등산 #자연경관
#도보여행 #도보",,,0.7203102429999999,자연,산
846,성산일출봉(UNESCO 세계자연유산),제주특별자치도 서귀포시 성산읍 일출로 284-12,"#일출 #오름 #경관/포토
#부모 #자연경관 #포토스팟 #유네스코",등산,산책로. 올레코스. 오름,7.606409026090909,자연,산
849,어영공원,제주특별자치도 제주시 서해안로 452,"#겯기/등산 #경관/포토 #휴식/힐링
#테마공원 #아이 #자연경관 #포토스팟 #어린이",,,6.520978094454545,자연,산
850,에버리스 골프리조트,제주특별자치도 제주시 애월읍 평화로 1693-75,"#골프 #액티비티 #체험
#레저/체험 #숙소 #리조트 #어트랙션",,,94.83533136636365,레저/체험,골프
852,연미마을(오라리 방화사건 현장),제주특별자치도 제주시 연사길 142,"#4.3 #문화유적지 #문화관광
#제주4.3 #역사유적 #마을산책 #마을관광 #어트랙션",,,0.8606982383636363,테마파크/테마관광지,유적지
855,영남동,제주특별자치도 서귀포시 산록남로 1966-34,"#4.3 #문화유적지 #문화관광
#제주4.3 #역사유적 #어트랙션",,,1.0705070975864834,테마파크/테마관광지,유적지
858,영천악(영천오름),제주특별자치도 서귀포시 516로 652,"#커플 #혼자 #친구
#오름 #경관/포토 #맑음 #자연경관 #도보여행 #도보 #포토스팟 #언택트",,,0.2061759269,자연,산
859,예래생태체험관,제주특별자치도 서귀포시 예래로 213,"#부모 #아이 #커플
#생태 #체험 #어린이 #어트랙션 #봄꽃 #벚꽃 #매화",,,1.1057594485,레저/체험,
861,예술공간 이아,제주특별자치도 제주시 중앙로14길 21,"#예술 #갤러리 #서점
#카페 #어트랙션",,,13.9984222598,공연/전시,
863,예초리포구,제주특별자치도 제주시 추자면 추자로 753,"#포구 #해변 #문화유적지
#문화관광 #역사유적",,,0.8739086663333332,테마파크/테마관광지,유적지
867,오현단,제주특별자치도 제주시 오현길 61,"#문화유적지 #흐림 #문화관광
#역사유적 #어트랙션",,,0.1345598655,테마파크/테마관광지,유적지
870,올레산야초,제주특별자치도 제주시 애월읍 유수암서길 57,"#휴식/힐링 #체험관광 #친구
#음식 #눈꽃빙수 #샐러드 #차",,,0.5623827551818181,레저/체험,
871,옷귀마테마타운,제주특별자치도 서귀포시 남원읍 서성로 955-117,"#의귀리 #승마 #승마장
#자연경관 #체험 #마을관광 #웰니스 #레저/체험 #어트랙션",,,0.0592138008181818,레저/체험,승마
874,요가느림원,제주특별자치도 제주시 원노형2길 33,#힐링 #요가 #체험,체험,명상 힐링 자세교정,0.4027979592727273,레저/체험,헬스케어
877,오페라 옴니아 : 라파엘로展,제주특별자치도 서귀포시 안덕면 녹차분재로 218,"#미술/박물관 #전시와행사 #실내관광지
#문화관광 #체험 #어트랙션",,,16.114343096562134,레저/체험,
879,웃세오름(누운오름),제주특별자치도 제주시 애월읍 1100로 1579-25,"#오름 #걷기/등산 #친구
#자연경관 #도보여행 #도보",,,0.0,자연,산
882,원앙카라반캠핑장앤야영장,제주특별자치도 서귀포시 돈내코로 120,"#야영장 #캠핑장 #액티비티
#친구 #맑음 #여름 #체험 #레저/체험 #캠핑 #언택트 #어트랙션",,,0.1530233812,레저/체험,캠핑
885,윈드1947 카트 테마파크,제주특별자치도 서귀포시 토평공단로 78-27,"#부모 #커플 #혼자
#친구 #맑음 #테마공원 #쇼핑 #체험관광 #청년 #카트 #레이싱 #체험 #어린이 #어트랙션",체험,카트 테마 파,4.9855222771,테마파크/테마관광지,유적지외
888,율랜드 다이브센터,제주특별자치도 서귀포시 칠십리로 490,"#액티비티 #커플 #친구
#체험 #레저/체험 #수상레저 #어트랙션",,,0.001165626,레저/체험,해양레저
889,이랜드뮤지엄,제주특별자치도 제주시 한림해안로 530,"#실내 #테마공원 #아이
#비.눈 #사계절 #실내관광지 #어트랙션",,,13.668752143333334,테마파크/테마관광지,유적지외
891,이상한 나라의 앨리스,제주특별자치도 서귀포시 안덕면 중산간서로 1881,"#실내 #테마공원 #커플
#아이 #비.눈 #사계절 #실내관광지 #어트랙션",,,0.4501435679090909,테마파크/테마관광지,유적지외
894,이호-내도 해안도로,제주특별자치도 제주시 테우해안로 60,#경관/포토 #포토스팟 #드라이브,,,0.2961622542,레저/체험,드라이브
896,월라사,제주특별자치도 서귀포시 성산읍 중산간동로 4150-30,"#휴식/힐링 #테마공원 #휴식/치유
#자연경관 #체험 #어트랙션",,,0.1276678368181818,자연,
901,장생의 숲길,제주특별자치도 제주시 명림로 584,"#숲길 #걷기/등산 #혼자
#흐림 #여름 #자연경관 #도보여행 #도보 #숲",,,4.831688882772545,자연,산
