LSP_RID,MCT_NM,SEX_CCD,CLN_AGE,AVI_CO_CD_VL,DPF_AOT_CD_VL,ARV_AOT_CD_VL,CNT
20220430,에어서울 주식회사,F,37,RS,GMP,CJU,6
20210929,에어서울 주식회사,M,38,RS,GMP,CJU,6
20211003,에어서울 주식회사,M,38,RS,GMP,CJU,6
20211021,에어서울 주식회사,M,38,RS,GMP,CJU,6
20211031,에어서울 주식회사,F,38,RS,GMP,CJU,6
20211117,에어서울 주식회사,M,38,RS,GMP,CJU,6
20220519,에어서울 주식회사,F,38,RS,GMP,CJU,6
20220521,에어서울 주식회사,M,38,RS,GMP,CJU,6
20220525,에어서울 주식회사,M,38,RS,GMP,CJU,6
20220324,에어서울 주식회사,F,39,RS,GMP,CJU,6
20220324,에어서울 주식회사,M,39,RS,GMP,CJU,6
20210915,에어서울 주식회사,F,40,RS,GMP,CJU,6
20210930,에어서울 주식회사,M,40,RS,GMP,CJU,6
20211015,에어서울 주식회사,F,40,RS,GMP,CJU,6
20211104,에어서울 주식회사,M,40,RS,GMP,CJU,6
20220306,에어서울 주식회사,F,40,RS,GMP,CJU,6
20220325,에어서울 주식회사,M,40,RS,GMP,CJU,6
20220525,에어서울 주식회사,F,40,RS,GMP,CJU,6
20210907,에어서울 주식회사,F,41,RS,GMP,CJU,6
20210908,에어서울 주식회사,F,41,RS,GMP,CJU,6
20220306,에어서울 주식회사,M,41,RS,GMP,CJU,6
20220317,에어서울 주식회사,F,41,RS,GMP,CJU,6
20220331,에어서울 주식회사,M,41,RS,GMP,CJU,6
20220512,에어서울 주식회사,M,41,RS,GMP,CJU,6
20211117,에어서울 주식회사,F,42,RS,GMP,CJU,6
20220306,에어서울 주식회사,M,42,RS,GMP,CJU,6
20220331,에어서울 주식회사,M,42,RS,GMP,CJU,6
20220409,에어서울 주식회사,M,42,RS,GMP,CJU,6
20211029,에어서울 주식회사,F,43,RS,GMP,CJU,6
20220327,에어서울 주식회사,M,43,RS,GMP,CJU,6
20220414,에어서울 주식회사,F,43,RS,GMP,CJU,6
20220513,에어서울 주식회사,F,43,RS,GMP,CJU,6
20220515,에어서울 주식회사,F,43,RS,GMP,CJU,6
20220320,에어서울 주식회사,M,44,RS,GMP,CJU,6
20220331,에어서울 주식회사,M,44,RS,GMP,CJU,6
20220420,에어서울 주식회사,M,44,RS,GMP,CJU,6
20210905,에어서울 주식회사,M,45,RS,GMP,CJU,6
20211014,에어서울 주식회사,F,45,RS,GMP,CJU,6
20220323,에어서울 주식회사,F,45,RS,GMP,CJU,6
20220406,에어서울 주식회사,F,45,RS,GMP,CJU,6
20220402,에어서울 주식회사,F,46,RS,GMP,CJU,6
20220420,에어서울 주식회사,M,46,RS,GMP,CJU,6
20220425,에어서울 주식회사,M,46,RS,GMP,CJU,6
20210908,에어서울 주식회사,M,47,RS,GMP,CJU,6
20211107,에어서울 주식회사,M,47,RS,GMP,CJU,6
20211018,에어서울 주식회사,M,48,RS,GMP,CJU,6
20220302,에어서울 주식회사,M,49,RS,GMP,CJU,6
20220324,에어서울 주식회사,M,49,RS,GMP,CJU,6
20220331,에어서울 주식회사,M,49,RS,GMP,CJU,6
20220418,에어서울 주식회사,M,49,RS,GMP,CJU,6
20220513,에어서울 주식회사,F,49,RS,GMP,CJU,6
20220425,에어서울 주식회사,F,50,RS,GMP,CJU,6
20211018,에어서울 주식회사,M,51,RS,GMP,CJU,6
20220306,에어서울 주식회사,M,51,RS,GMP,CJU,6
20211004,에어서울 주식회사,F,52,RS,GMP,CJU,6
20220513,에어서울 주식회사,M,52,RS,GMP,CJU,6
20220327,에어서울 주식회사,F,53,RS,GMP,CJU,6
20220423,에어서울 주식회사,F,53,RS,GMP,CJU,6
20210930,에어서울 주식회사,F,54,RS,GMP,CJU,6
20211113,에어서울 주식회사,M,54,RS,PUS,CJU,6
20220513,에어서울 주식회사,F,54,RS,GMP,CJU,6
20220327,에어서울 주식회사,F,55,RS,GMP,CJU,6
20220331,에어서울 주식회사,M,56,RS,GMP,CJU,6
20211018,에어서울 주식회사,M,57,RS,GMP,CJU,6
20220319,에어서울 주식회사,M,57,RS,GMP,CJU,6
20220331,에어서울 주식회사,M,58,RS,GMP,CJU,6
20220306,에어서울 주식회사,M,60,RS,GMP,CJU,6
20210918,에어서울 주식회사,M,64,RS,GMP,CJU,6
20220512,에어서울 주식회사,M,64,RS,GMP,CJU,6
20220322,에어서울 주식회사,F,19,RS,GMP,CJU,7
20210930,에어서울 주식회사,F,21,RS,GMP,CJU,7
20210919,에어서울 주식회사,F,22,RS,GMP,CJU,7
20211018,에어서울 주식회사,F,22,RS,GMP,CJU,7
20210917,에어서울 주식회사,F,23,RS,GMP,CJU,7
20210919,에어서울 주식회사,F,23,RS,GMP,CJU,7
20211018,에어서울 주식회사,F,23,RS,GMP,CJU,7
20220313,에어서울 주식회사,F,23,RS,GMP,CJU,7
20210917,에어서울 주식회사,F,24,RS,GMP,CJU,7
20211014,에어서울 주식회사,F,24,RS,GMP,CJU,7
20211021,에어서울 주식회사,F,24,RS,GMP,CJU,7
20220309,에어서울 주식회사,F,24,RS,GMP,CJU,7
20220310,에어서울 주식회사,F,24,RS,GMP,CJU,7
20220314,에어서울 주식회사,F,24,RS,GMP,CJU,7
20220429,에어서울 주식회사,M,24,RS,GMP,CJU,7
20210903,에어서울 주식회사,F,25,RS,GMP,CJU,7
20211005,에어서울 주식회사,F,25,RS,GMP,CJU,7
20211007,에어서울 주식회사,F,25,RS,GMP,CJU,7
20211013,에어서울 주식회사,F,25,RS,GMP,CJU,7
20211018,에어서울 주식회사,M,25,RS,GMP,CJU,7
20211024,에어서울 주식회사,F,25,RS,GMP,CJU,7
20220302,에어서울 주식회사,F,25,RS,GMP,CJU,7
20220309,에어서울 주식회사,F,25,RS,GMP,CJU,7
20220310,에어서울 주식회사,F,25,RS,GMP,CJU,7
20220320,에어서울 주식회사,F,25,RS,GMP,CJU,7
20220321,에어서울 주식회사,F,25,RS,GMP,CJU,7
20220324,에어서울 주식회사,F,25,RS,GMP,CJU,7
20220406,에어서울 주식회사,F,25,RS,GMP,CJU,7
20220408,에어서울 주식회사,F,25,RS,GMP,CJU,7
20220422,에어서울 주식회사,F,25,RS,GMP,CJU,7
20210909,에어서울 주식회사,M,26,RS,GMP,CJU,7
20210915,에어서울 주식회사,F,26,RS,GMP,CJU,7
20210915,에어서울 주식회사,M,26,RS,GMP,CJU,7
20210919,에어서울 주식회사,F,26,RS,GMP,CJU,7
20211005,에어서울 주식회사,F,26,RS,GMP,CJU,7
20211009,에어서울 주식회사,F,26,RS,GMP,CJU,7
20211010,에어서울 주식회사,F,26,RS,GMP,CJU,7
20211018,에어서울 주식회사,F,26,RS,GMP,CJU,7
20211027,에어서울 주식회사,F,26,RS,GMP,CJU,7
20220414,에어서울 주식회사,F,26,RS,GMP,CJU,7
20220415,에어서울 주식회사,F,26,RS,GMP,CJU,7
20220417,에어서울 주식회사,F,26,RS,GMP,CJU,7
20220501,에어서울 주식회사,F,26,RS,GMP,CJU,7
20220503,에어서울 주식회사,F,26,RS,GMP,CJU,7
20220520,에어서울 주식회사,F,26,RS,GMP,CJU,7
20210901,에어서울 주식회사,F,27,RS,GMP,CJU,7
20210920,에어서울 주식회사,M,27,RS,GMP,CJU,7
20210929,에어서울 주식회사,M,27,RS,GMP,CJU,7
20211003,에어서울 주식회사,M,27,RS,GMP,CJU,7
20211006,에어서울 주식회사,M,27,RS,GMP,CJU,7
20211029,에어서울 주식회사,M,27,RS,GMP,CJU,7
20220305,에어서울 주식회사,F,27,RS,GMP,CJU,7
20220317,에어서울 주식회사,F,27,RS,GMP,CJU,7
20220326,에어서울 주식회사,F,27,RS,GMP,CJU,7
20220327,에어서울 주식회사,M,27,RS,GMP,CJU,7
20220406,에어서울 주식회사,F,27,RS,GMP,CJU,7
20220417,에어서울 주식회사,F,27,RS,GMP,CJU,7
20220421,에어서울 주식회사,F,27,RS,GMP,CJU,7
20220525,에어서울 주식회사,F,27,RS,GMP,CJU,7
20220529,에어서울 주식회사,F,27,RS,GMP,CJU,7
20210915,에어서울 주식회사,F,28,RS,GMP,CJU,7
20210916,에어서울 주식회사,F,28,RS,GMP,CJU,7
20211005,에어서울 주식회사,M,28,RS,GMP,CJU,7
20211018,에어서울 주식회사,F,28,RS,GMP,CJU,7
20211021,에어서울 주식회사,F,28,RS,GMP,CJU,7
20211124,에어서울 주식회사,F,28,RS,GMP,CJU,7
20211127,에어서울 주식회사,M,28,RS,GMP,CJU,7
20220302,에어서울 주식회사,F,28,RS,GMP,CJU,7
20220303,에어서울 주식회사,M,28,RS,GMP,CJU,7
20220310,에어서울 주식회사,F,28,RS,GMP,CJU,7
20220313,에어서울 주식회사,M,28,RS,GMP,CJU,7
20220412,에어서울 주식회사,M,28,RS,GMP,CJU,7
20220513,에어서울 주식회사,F,28,RS,GMP,CJU,7
20220514,에어서울 주식회사,M,28,RS,GMP,CJU,7
20220517,에어서울 주식회사,F,28,RS,GMP,CJU,7
20220527,에어서울 주식회사,F,28,RS,GMP,CJU,7
20220528,에어서울 주식회사,F,28,RS,GMP,CJU,7
20220530,에어서울 주식회사,M,28,RS,GMP,CJU,7
20210917,에어서울 주식회사,F,29,RS,GMP,CJU,7
20210925,에어서울 주식회사,F,29,RS,GMP,CJU,7
20211006,에어서울 주식회사,F,29,RS,GMP,CJU,7
20211008,에어서울 주식회사,F,29,RS,GMP,CJU,7
20211009,에어서울 주식회사,F,29,RS,GMP,CJU,7
20211018,에어서울 주식회사,M,29,RS,GMP,CJU,7
20211020,에어서울 주식회사,F,29,RS,GMP,CJU,7
20220312,에어서울 주식회사,F,29,RS,GMP,CJU,7
20220313,에어서울 주식회사,M,29,RS,GMP,CJU,7
20220327,에어서울 주식회사,M,29,RS,GMP,CJU,7
20220327,에어서울 주식회사,F,29,RS,GMP,CJU,7
20220403,에어서울 주식회사,M,29,RS,GMP,CJU,7
20220408,에어서울 주식회사,F,29,RS,GMP,CJU,7
20220419,에어서울 주식회사,F,29,RS,GMP,CJU,7
20220425,에어서울 주식회사,F,29,RS,GMP,CJU,7
20220526,에어서울 주식회사,M,29,RS,GMP,CJU,7
20210916,에어서울 주식회사,M,30,RS,GMP,CJU,7
20210919,에어서울 주식회사,F,30,RS,GMP,CJU,7
20211002,에어서울 주식회사,M,30,RS,GMP,CJU,7
20211015,에어서울 주식회사,F,30,RS,GMP,CJU,7
20211016,에어서울 주식회사,M,30,RS,GMP,CJU,7
20211018,에어서울 주식회사,M,30,RS,GMP,CJU,7
20220323,에어서울 주식회사,F,30,RS,GMP,CJU,7
20220407,에어서울 주식회사,F,30,RS,GMP,CJU,7
20220412,에어서울 주식회사,F,30,RS,GMP,CJU,7
20220418,에어서울 주식회사,F,30,RS,GMP,CJU,7
20220422,에어서울 주식회사,M,30,RS,GMP,CJU,7
20220504,에어서울 주식회사,F,30,RS,GMP,CJU,7
20220513,에어서울 주식회사,M,30,RS,GMP,CJU,7
20220528,에어서울 주식회사,F,30,RS,GMP,CJU,7
20210905,에어서울 주식회사,M,31,RS,GMP,CJU,7
20210928,에어서울 주식회사,M,31,RS,GMP,CJU,7
20211103,에어서울 주식회사,F,31,RS,GMP,CJU,7
20220319,에어서울 주식회사,F,31,RS,GMP,CJU,7
20220402,에어서울 주식회사,F,31,RS,GMP,CJU,7
20220425,에어서울 주식회사,M,31,RS,GMP,CJU,7
20220511,에어서울 주식회사,F,31,RS,GMP,CJU,7
20211008,에어서울 주식회사,F,32,RS,GMP,CJU,7
20211021,에어서울 주식회사,F,32,RS,GMP,CJU,7
20220305,에어서울 주식회사,F,32,RS,GMP,CJU,7
20220408,에어서울 주식회사,F,32,RS,GMP,CJU,7
20220408,에어서울 주식회사,M,32,RS,GMP,CJU,7
20210930,에어서울 주식회사,M,33,RS,GMP,CJU,7
20211018,에어서울 주식회사,F,33,RS,GMP,CJU,7
20211022,에어서울 주식회사,F,33,RS,GMP,CJU,7
20220317,에어서울 주식회사,F,33,RS,GMP,CJU,7
20220409,에어서울 주식회사,F,33,RS,GMP,CJU,7
20220427,에어서울 주식회사,M,33,RS,GMP,CJU,7
20220326,에어서울 주식회사,M,35,RS,GMP,CJU,7
20220331,에어서울 주식회사,M,35,RS,GMP,CJU,7
20220312,에어서울 주식회사,F,36,RS,GMP,CJU,7
20220425,에어서울 주식회사,F,36,RS,GMP,CJU,7
20220318,에어서울 주식회사,M,37,RS,GMP,CJU,7
20220331,에어서울 주식회사,F,37,RS,GMP,CJU,7
20220331,에어서울 주식회사,M,37,RS,GMP,CJU,7
20211001,에어서울 주식회사,M,38,RS,GMP,CJU,7
20211016,에어서울 주식회사,F,39,RS,GMP,CJU,7
20220323,에어서울 주식회사,M,39,RS,GMP,CJU,7
20220331,에어서울 주식회사,M,39,RS,GMP,CJU,7
20220408,에어서울 주식회사,M,39,RS,GMP,CJU,7
20211029,에어서울 주식회사,M,40,RS,GMP,CJU,7
20211029,에어서울 주식회사,F,40,RS,GMP,CJU,7
20211022,에어서울 주식회사,F,42,RS,GMP,CJU,7
20220331,에어서울 주식회사,F,43,RS,GMP,CJU,7
20220331,에어서울 주식회사,M,43,RS,GMP,CJU,7
20210930,에어서울 주식회사,M,44,RS,GMP,CJU,7
20220331,에어서울 주식회사,F,46,RS,GMP,CJU,7
20220331,에어서울 주식회사,M,47,RS,GMP,CJU,7
20211029,에어서울 주식회사,M,48,RS,GMP,CJU,7
20220408,에어서울 주식회사,M,48,RS,GMP,CJU,7
20220331,에어서울 주식회사,F,50,RS,GMP,CJU,7
20210930,에어서울 주식회사,M,51,RS,GMP,CJU,7
20220425,에어서울 주식회사,F,51,RS,GMP,CJU,7
20211117,에어서울 주식회사,M,52,RS,GMP,CJU,7
20220313,에어서울 주식회사,M,52,RS,GMP,CJU,7
20220327,에어서울 주식회사,F,52,RS,GMP,CJU,7
20220331,에어서울 주식회사,F,52,RS,GMP,CJU,7
20211021,에어서울 주식회사,F,53,RS,GMP,CJU,7
20220331,에어서울 주식회사,M,53,RS,GMP,CJU,7
20211029,에어서울 주식회사,M,54,RS,GMP,CJU,7
20220331,에어서울 주식회사,F,56,RS,GMP,CJU,7
20220331,에어서울 주식회사,M,59,RS,GMP,CJU,7
20220425,에어서울 주식회사,F,62,RS,GMP,CJU,7
20210907,에어서울 주식회사,F,24,RS,GMP,CJU,8
20211002,에어서울 주식회사,F,24,RS,GMP,CJU,8
20211029,에어서울 주식회사,F,24,RS,GMP,CJU,8
20220325,에어서울 주식회사,F,24,RS,GMP,CJU,8
20220503,에어서울 주식회사,F,24,RS,GMP,CJU,8
20210916,에어서울 주식회사,F,25,RS,GMP,CJU,8
20220307,에어서울 주식회사,F,25,RS,GMP,CJU,8
20220516,에어서울 주식회사,F,25,RS,GMP,CJU,8
20220523,에어서울 주식회사,F,25,RS,GMP,CJU,8
20210917,에어서울 주식회사,F,26,RS,GMP,CJU,8
20210930,에어서울 주식회사,M,26,RS,GMP,CJU,8
20211029,에어서울 주식회사,F,26,RS,GMP,CJU,8
20220406,에어서울 주식회사,F,26,RS,GMP,CJU,8
20220502,에어서울 주식회사,F,26,RS,GMP,CJU,8
20210916,에어서울 주식회사,F,27,RS,GMP,CJU,8
20220401,에어서울 주식회사,F,27,RS,GMP,CJU,8
20220501,에어서울 주식회사,F,27,RS,GMP,CJU,8
20220513,에어서울 주식회사,F,27,RS,GMP,CJU,8
20220528,에어서울 주식회사,F,27,RS,GMP,CJU,8
20211006,에어서울 주식회사,F,28,RS,GMP,CJU,8
20211007,에어서울 주식회사,F,28,RS,GMP,CJU,8
20211018,에어서울 주식회사,M,28,RS,GMP,CJU,8
20211023,에어서울 주식회사,F,28,RS,GMP,CJU,8
20220316,에어서울 주식회사,F,28,RS,GMP,CJU,8
20220324,에어서울 주식회사,F,28,RS,GMP,CJU,8
20220407,에어서울 주식회사,F,28,RS,GMP,CJU,8
20220408,에어서울 주식회사,M,28,RS,GMP,CJU,8
20220409,에어서울 주식회사,F,28,RS,GMP,CJU,8
20210901,에어서울 주식회사,F,29,RS,GMP,CJU,8
20210904,에어서울 주식회사,M,29,RS,GMP,CJU,8
20210915,에어서울 주식회사,F,29,RS,GMP,CJU,8
20211029,에어서울 주식회사,F,29,RS,GMP,CJU,8
20210909,에어서울 주식회사,F,30,RS,GMP,CJU,8
20220306,에어서울 주식회사,F,30,RS,GMP,CJU,8
20220309,에어서울 주식회사,M,30,RS,GMP,CJU,8
20220327,에어서울 주식회사,M,30,RS,GMP,CJU,8
20220327,에어서울 주식회사,F,30,RS,GMP,CJU,8
20220411,에어서울 주식회사,F,30,RS,GMP,CJU,8
20220526,에어서울 주식회사,F,30,RS,GMP,CJU,8
20211029,에어서울 주식회사,M,31,RS,GMP,CJU,8
20220328,에어서울 주식회사,F,31,RS,GMP,CJU,8
20220420,에어서울 주식회사,F,31,RS,GMP,CJU,8
20220429,에어서울 주식회사,M,31,RS,GMP,CJU,8
20220530,에어서울 주식회사,F,31,RS,GMP,CJU,8
20211006,에어서울 주식회사,F,32,RS,GMP,CJU,8
20211022,에어서울 주식회사,F,32,RS,GMP,CJU,8
20211114,에어서울 주식회사,F,33,RS,GMP,CJU,8
20220331,에어서울 주식회사,M,33,RS,GMP,CJU,8
20220306,에어서울 주식회사,F,34,RS,GMP,CJU,8
20211018,에어서울 주식회사,F,35,RS,GMP,CJU,8
20220331,에어서울 주식회사,M,36,RS,GMP,CJU,8
20220306,에어서울 주식회사,M,40,RS,GMP,CJU,8
20220331,에어서울 주식회사,M,40,RS,GMP,CJU,8
20220331,에어서울 주식회사,M,45,RS,GMP,CJU,8
20220306,에어서울 주식회사,F,46,RS,GMP,CJU,8
20220331,에어서울 주식회사,M,52,RS,GMP,CJU,8
20220331,에어서울 주식회사,F,54,RS,GMP,CJU,8
20210909,에어서울 주식회사,F,23,RS,GMP,CJU,9
20220302,에어서울 주식회사,F,23,RS,GMP,CJU,9
20210930,에어서울 주식회사,F,24,RS,GMP,CJU,9
20211001,에어서울 주식회사,F,24,RS,GMP,CJU,9
20211018,에어서울 주식회사,F,24,RS,GMP,CJU,9
20210908,에어서울 주식회사,F,25,RS,GMP,CJU,9
20210909,에어서울 주식회사,F,25,RS,GMP,CJU,9
20211003,에어서울 주식회사,F,25,RS,GMP,CJU,9
20220331,에어서울 주식회사,F,25,RS,GMP,CJU,9
20210925,에어서울 주식회사,F,26,RS,GMP,CJU,9
20210926,에어서울 주식회사,F,26,RS,GMP,CJU,9
20211022,에어서울 주식회사,F,26,RS,GMP,CJU,9
20211114,에어서울 주식회사,M,26,RS,GMP,CJU,9
20220408,에어서울 주식회사,F,26,RS,GMP,CJU,9
20220425,에어서울 주식회사,F,26,RS,GMP,CJU,9
20210907,에어서울 주식회사,M,27,RS,GMP,CJU,9
20210908,에어서울 주식회사,F,27,RS,GMP,CJU,9
20210909,에어서울 주식회사,F,27,RS,GMP,CJU,9
20210918,에어서울 주식회사,M,27,RS,GMP,CJU,9
20210920,에어서울 주식회사,F,27,RS,GMP,CJU,9
20211001,에어서울 주식회사,M,27,RS,GMP,CJU,9
20211001,에어서울 주식회사,F,27,RS,GMP,CJU,9
20211004,에어서울 주식회사,F,27,RS,GMP,CJU,9
20211008,에어서울 주식회사,F,27,RS,GMP,CJU,9
20211025,에어서울 주식회사,F,27,RS,GMP,CJU,9
20220313,에어서울 주식회사,F,27,RS,GMP,CJU,9
20220517,에어서울 주식회사,F,27,RS,GMP,CJU,9
20210908,에어서울 주식회사,M,28,RS,GMP,CJU,9
20210930,에어서울 주식회사,F,28,RS,GMP,CJU,9
20211003,에어서울 주식회사,F,28,RS,GMP,CJU,9
20220307,에어서울 주식회사,F,28,RS,GMP,CJU,9
20220317,에어서울 주식회사,F,28,RS,GMP,CJU,9
20220327,에어서울 주식회사,M,28,RS,GMP,CJU,9
20220414,에어서울 주식회사,F,28,RS,GMP,CJU,9
20210916,에어서울 주식회사,F,29,RS,GMP,CJU,9
20211111,에어서울 주식회사,F,29,RS,GMP,CJU,9
20220317,에어서울 주식회사,F,29,RS,GMP,CJU,9
20220325,에어서울 주식회사,F,29,RS,GMP,CJU,9
20220515,에어서울 주식회사,F,29,RS,GMP,CJU,9
20220412,에어서울 주식회사,M,30,RS,GMP,CJU,9
20220523,에어서울 주식회사,F,30,RS,GMP,CJU,9
20220326,에어서울 주식회사,F,33,RS,GMP,CJU,9
20220331,에어서울 주식회사,M,34,RS,GMP,CJU,9
20220331,에어서울 주식회사,F,36,RS,GMP,CJU,9
20220408,에어서울 주식회사,M,40,RS,GMP,CJU,9
20211018,에어서울 주식회사,M,41,RS,GMP,CJU,9
20220327,에어서울 주식회사,M,41,RS,GMP,CJU,9
20220327,에어서울 주식회사,F,51,RS,GMP,CJU,9
20220331,에어서울 주식회사,M,51,RS,GMP,CJU,9
20211029,에어서울 주식회사,F,23,RS,GMP,CJU,10
20211128,에어서울 주식회사,F,24,RS,GMP,CJU,10
20210920,에어서울 주식회사,F,25,RS,GMP,CJU,10
20220313,에어서울 주식회사,F,25,RS,GMP,CJU,10
20220425,에어서울 주식회사,F,25,RS,GMP,CJU,10
20220317,에어서울 주식회사,F,26,RS,GMP,CJU,10
20220306,에어서울 주식회사,M,27,RS,GMP,CJU,10
20220331,에어서울 주식회사,M,27,RS,GMP,CJU,10
20210928,에어서울 주식회사,F,28,RS,GMP,CJU,10
20220306,에어서울 주식회사,M,28,RS,GMP,CJU,10
20220327,에어서울 주식회사,F,28,RS,GMP,CJU,10
20210907,에어서울 주식회사,F,29,RS,GMP,CJU,10
20211005,에어서울 주식회사,F,29,RS,GMP,CJU,10
20211018,에어서울 주식회사,F,29,RS,GMP,CJU,10
20220425,에어서울 주식회사,M,29,RS,GMP,CJU,10
20220425,에어서울 주식회사,F,30,RS,GMP,CJU,10
20220503,에어서울 주식회사,M,30,RS,GMP,CJU,10
20220526,에어서울 주식회사,M,30,RS,GMP,CJU,10
20220331,에어서울 주식회사,M,31,RS,GMP,CJU,10
20220331,에어서울 주식회사,F,31,RS,GMP,CJU,10
20220331,에어서울 주식회사,M,32,RS,GMP,CJU,10
20220331,에어서울 주식회사,F,33,RS,GMP,CJU,10
20210915,에어서울 주식회사,F,50,RS,GMP,CJU,10
20210930,에어서울 주식회사,F,25,RS,GMP,CJU,11
20220429,에어서울 주식회사,F,27,RS,GMP,CJU,11
20211009,에어서울 주식회사,F,28,RS,GMP,CJU,11
20220408,에어서울 주식회사,F,28,RS,GMP,CJU,11
20220425,에어서울 주식회사,F,28,RS,GMP,CJU,11
20220331,에어서울 주식회사,M,29,RS,GMP,CJU,11
20210930,에어서울 주식회사,F,30,RS,GMP,CJU,11
20220318,에어서울 주식회사,M,30,RS,GMP,CJU,11
20220331,에어서울 주식회사,F,32,RS,GMP,CJU,11
20220323,에어서울 주식회사,F,25,RS,GMP,CJU,12
20211006,에어서울 주식회사,F,26,RS,GMP,CJU,12
20211007,에어서울 주식회사,F,27,RS,GMP,CJU,12
20220306,에어서울 주식회사,F,28,RS,GMP,CJU,12
20211016,에어서울 주식회사,M,29,RS,GMP,CJU,12
20220331,에어서울 주식회사,F,30,RS,GMP,CJU,12
20220306,에어서울 주식회사,F,31,RS,GMP,CJU,12
20220318,에어서울 주식회사,F,33,RS,GMP,CJU,12
20220331,에어서울 주식회사,F,26,RS,GMP,CJU,13
20211029,에어서울 주식회사,F,27,RS,GMP,CJU,13
20211029,에어서울 주식회사,F,28,RS,GMP,CJU,13
20220331,에어서울 주식회사,M,28,RS,GMP,CJU,13
20220331,에어서울 주식회사,F,45,RS,GMP,CJU,13
20210930,에어서울 주식회사,F,26,RS,GMP,CJU,14
20220331,에어서울 주식회사,F,28,RS,GMP,CJU,15
20220306,에어서울 주식회사,F,25,RS,GMP,CJU,16
20211107,에어서울 주식회사,M,64,RS,GMP,CJU,16
20220331,에어서울 주식회사,F,29,RS,GMP,CJU,17
20220331,에어서울 주식회사,F,27,RS,GMP,CJU,22
20211129,(주)진에어(온라인),F,25,LJ,GMP,CJU,6
20210929,(주)진에어(온라인),F,27,LJ,GMP,CJU,6
20211102,(주)진에어(온라인),F,27,LJ,GMP,CJU,6
20220328,(주)진에어(온라인),F,27,LJ,GMP,CJU,6
20211025,(주)진에어(온라인),F,28,LJ,GMP,CJU,6
20220425,(주)진에어(온라인),F,28,LJ,GMP,CJU,6
20210901,(주)진에어(온라인),F,29,LJ,GMP,CJU,6
20220511,(주)진에어(온라인),F,29,LJ,GMP,CJU,6
20220412,(주)진에어(온라인),F,31,LJ,GMP,CJU,6
20220523,(주)진에어(온라인),M,32,LJ,GMP,CJU,6
20211108,(주)진에어(온라인),F,33,LJ,GMP,CJU,6
20211101,(주)진에어(온라인),F,34,LJ,PUS,CJU,6
20220412,(주)진에어(온라인),F,34,LJ,GMP,CJU,6
20220413,(주)진에어(온라인),F,34,LJ,GMP,CJU,6
20220425,(주)진에어(온라인),M,34,LJ,GMP,CJU,6
20220412,(주)진에어(온라인),M,37,LJ,GMP,CJU,6
20210928,(주)진에어(온라인),F,38,LJ,GMP,CJU,6
20211014,(주)진에어(온라인),F,38,LJ,GMP,CJU,6
20220328,(주)진에어(온라인),M,38,LJ,GMP,CJU,6
20220412,(주)진에어(온라인),M,39,LJ,GMP,CJU,6
20220418,(주)진에어(온라인),F,39,LJ,CJJ,CJU,6
20220422,(주)진에어(온라인),M,39,LJ,KWJ,CJU,6
20210928,(주)진에어(온라인),M,40,LJ,GMP,CJU,6
20220413,(주)진에어(온라인),F,40,LJ,TAE,CJU,6
20210928,(주)진에어(온라인),M,41,LJ,GMP,CJU,6
20220427,(주)진에어(온라인),F,41,LJ,CJJ,CJU,6
20220530,(주)진에어(온라인),M,41,LJ,CJJ,CJU,6
20211005,(주)진에어(온라인),F,44,LJ,GMP,CJU,6
20210906,(주)진에어(온라인),M,45,LJ,GMP,CJU,6
20220307,(주)진에어(온라인),F,45,LJ,TAE,CJU,6
20210908,(주)진에어(온라인),F,46,LJ,GMP,CJU,6
20210929,(주)진에어(온라인),F,46,LJ,GMP,CJU,6
20211130,(주)진에어(온라인),F,46,LJ,CJJ,CJU,6
20220413,(주)진에어(온라인),M,46,LJ,GMP,CJU,6
20220419,(주)진에어(온라인),F,46,LJ,CJJ,CJU,6
20211122,(주)진에어(온라인),F,47,LJ,GMP,CJU,6
20210928,(주)진에어(온라인),F,48,LJ,GMP,CJU,6
20211119,(주)진에어(온라인),M,48,LJ,CJJ,CJU,6
20220530,(주)진에어(온라인),M,48,LJ,GMP,CJU,6
20210906,(주)진에어(온라인),F,50,LJ,GMP,CJU,6
20210929,(주)진에어(온라인),F,50,LJ,GMP,CJU,6
20210929,(주)진에어(온라인),M,50,LJ,GMP,CJU,6
20211005,(주)진에어(온라인),F,50,LJ,CJU,CJU,6
20210929,(주)진에어(온라인),F,51,LJ,GMP,CJU,6
20211101,(주)진에어(온라인),F,53,LJ,CJJ,CJU,6
20220509,(주)진에어(온라인),M,53,LJ,PUS,CJU,6
20210929,(주)진에어(온라인),F,54,LJ,GMP,CJU,6
20220413,(주)진에어(온라인),F,54,LJ,KWJ,CJU,6
20220418,(주)진에어(온라인),M,54,LJ,TAE,CJU,6
20220412,(주)진에어(온라인),M,58,LJ,GMP,CJU,6
20220418,(주)진에어(온라인),F,58,LJ,KUV,CJU,6
20211025,(주)진에어(온라인),F,27,LJ,GMP,CJU,7
20210929,(주)진에어(온라인),F,29,LJ,GMP,CJU,7
20220328,(주)진에어(온라인),F,32,LJ,GMP,CJU,7
20220404,(주)진에어(온라인),F,33,LJ,GMP,CJU,7
20210928,(주)진에어(온라인),F,37,LJ,GMP,CJU,7
20210906,(주)진에어(온라인),F,38,LJ,GMP,CJU,7
20220425,(주)진에어(온라인),M,39,LJ,GMP,CJU,7
