,MCT_NM,naver_keyword,naver_map_url
303,롯데리아 제주공항,제주도%20롯데리아 제주공항,https://m.place.naver.com/restaurant/1280968734/menu/list
304,아쿠아플라넷 제주,제주도%20아쿠아플라넷 제주,https://m.place.naver.com/restaurant/19708047/menu/list
305,앙뚜아네트 용담점,제주도%20앙뚜아네트 용담점,https://m.place.naver.com/restaurant/36186986/menu/list
306,오가다 제주공항점,제주도%20오가다 제주공항점,https://m.place.naver.com/restaurant/1574128845/menu/list
307,칠돈가 표선직영점,제주도%20칠돈가 표선직영점,https://m.place.naver.com/restaurant/37182840/menu/list
308,파리바게뜨 중문점,제주도%20파리바게뜨 중문점,https://m.place.naver.com/restaurant/33299931/menu/list
309,(주)서촌제 스시100,제주도%20(주)서촌제 스시100,https://m.place.naver.com/restaurant/1967726445/menu/list
310,(주)오드랑베이커리,제주도%20(주)오드랑베이커리,https://m.place.naver.com/restaurant/16886040/menu/list
311,롯데리아제주함덕점,제주도%20롯데리아제주함덕점,https://m.place.naver.com/restaurant/1326834420/menu/list
312,스시도모다찌칠성점,제주도%20스시도모다찌칠성점,https://m.place.naver.com/restaurant/1895798730/menu/list
313,어반정글그레이밤부,제주도%20어반정글그레이밤부,https://m.place.naver.com/restaurant/1779237096/menu/list
314,올레흑돼지김치말이,제주도%20올레흑돼지김치말이,https://m.place.naver.com/restaurant/1907654940/menu/list
315,은희네해장국노형점,제주도%20은희네해장국노형점,https://m.place.naver.com/restaurant/1733377255/menu/list
316,제주벨미동문시장점,제주도%20제주벨미동문시장점,https://m.place.naver.com/restaurant/1500283256/menu/list
317,파리바게뜨신제주점,제주도%20파리바게뜨신제주점,https://m.place.naver.com/restaurant/16835879/menu/list
318,파스쿠찌제주제원점,제주도%20파스쿠찌제주제원점,https://m.place.naver.com/restaurant/36026361/menu/list
319,회가서쪽에서뜨겠네,제주도%20회가서쪽에서뜨겠네,https://m.place.naver.com/restaurant/1776032984/menu/list
320,다운타우너 제주애월,제주도%20다운타우너 제주애월,https://m.place.naver.com/restaurant/1712742963/menu/list
321,던킨 제주신화월드점,제주도%20던킨 제주신화월드점,https://m.place.naver.com/restaurant/1798568941/menu/list
322,성산일출봉 어멍횟집,제주도%20성산일출봉 어멍횟집,https://m.place.naver.com/restaurant/37061112/menu/list
323,정직한돈 협재직영점,제주도%20정직한돈 협재직영점,https://m.place.naver.com/restaurant/1532034543/menu/list
324,카페노티드 제주애월,제주도%20카페노티드 제주애월,https://m.place.naver.com/restaurant/1431450188/menu/list
325,커피냅로스터스 제주,제주도%20커피냅로스터스 제주,https://m.place.naver.com/restaurant/1979060179/menu/list
326,락휴노래타운서귀포점,제주도%20락휴노래타운서귀포점,https://m.place.naver.com/restaurant/1986524114/menu/list
327,에이바우트제대후문점,제주도%20에이바우트제대후문점,https://m.place.naver.com/restaurant/1206677589/menu/list
328,제주김만복동문시장점,제주도%20제주김만복동문시장점,https://m.place.naver.com/restaurant/37609800/menu/list
329,제주약수터올레시장점,제주도%20제주약수터올레시장점,https://m.place.naver.com/restaurant/1777244767/menu/list
330,중문수두리보말칼국수,제주도%20중문수두리보말칼국수,https://m.place.naver.com/restaurant/1296235294/menu/list
331,칠돈가제주공항직영점,제주도%20칠돈가제주공항직영점,https://m.place.naver.com/restaurant/1977283571/menu/list
332,케이에프씨제주시청점,제주도%20케이에프씨제주시청점,https://m.place.naver.com/restaurant/1107416809/menu/list
333,테디밸리골프앤리조트,제주도%20테디밸리골프앤리조트,https://m.place.naver.com/restaurant/38460408/menu/list
334,파리바게뜨한라병원점,제주도%20파리바게뜨한라병원점,https://m.place.naver.com/restaurant/1159319820/menu/list
335,폴 바셋 제주용담DT점,제주도%20폴 바셋 제주용담DT점,https://m.place.naver.com/restaurant/1728363081/menu/list
336,안녕협재씨 제주협재점,제주도%20안녕협재씨 제주협재점,https://m.place.naver.com/restaurant/1094909215/menu/list
337,엔츠노래타운연동3호점,제주도%20엔츠노래타운연동3호점,https://m.place.naver.com/restaurant/1337406233/menu/list
338,주왕산업개발 주식회사,제주도%20주왕산업개발 주식회사,https://m.place.naver.com/restaurant/1067226931/menu/list
339,투썸플레이스 용두암점,제주도%20투썸플레이스 용두암점,https://m.place.naver.com/restaurant/1063668324/menu/list
340,바다를본돼지(서귀포점),제주도%20바다를본돼지(서귀포점),https://m.place.naver.com/restaurant/1258606233/menu/list
341,배스킨라빈스제주함덕점,제주도%20배스킨라빈스제주함덕점,https://m.place.naver.com/restaurant/1981990302/menu/list
342,빽다방서귀포올레중앙점,제주도%20빽다방서귀포올레중앙점,https://m.place.naver.com/restaurant/1554180957/menu/list
343,순천미향제주산방산본점,제주도%20순천미향제주산방산본점,https://m.place.naver.com/restaurant/16958513/menu/list
344,에이팩토리베이커리카페,제주도%20에이팩토리베이커리카페,https://m.place.naver.com/restaurant/1032006162/menu/list
345,주식회사 아라리오 제주,제주도%20주식회사 아라리오 제주,https://m.place.naver.com/restaurant/1322078819/menu/list
346,투썸플레이스제주연동점,제주도%20투썸플레이스제주연동점,https://m.place.naver.com/restaurant/31317204/menu/list
347,파리바게뜨성산일출봉점,제주도%20파리바게뜨성산일출봉점,https://m.place.naver.com/restaurant/36948966/menu/list
348,산도롱맨도롱 제주공항점,제주도%20산도롱맨도롱 제주공항점,https://m.place.naver.com/restaurant/1246917171/menu/list
349,던킨도너츠제주한화아쿠아,제주도%20던킨도너츠제주한화아쿠아,https://m.place.naver.com/restaurant/1646670641/menu/list
350,이어돈함덕그첫번째이야기,제주도%20이어돈함덕그첫번째이야기,https://m.place.naver.com/restaurant/1974126202/menu/list
351,중문회포장센터새벽야시장,제주도%20중문회포장센터새벽야시장,https://m.place.naver.com/restaurant/1437085679/menu/list
352,투썸플레이스제주쇠소깍점,제주도%20투썸플레이스제주쇠소깍점,https://m.place.naver.com/restaurant/1234293587/menu/list
353,파리바게뜨협재해수욕장점,제주도%20파리바게뜨협재해수욕장점,https://m.place.naver.com/restaurant/1629424201/menu/list
354,에이바우트커피 신라신성점,제주도%20에이바우트커피 신라신성점,https://m.place.naver.com/restaurant/1705993684/menu/list
355,파리바게뜨 함덕해수욕장점,제주도%20파리바게뜨 함덕해수욕장점,https://m.place.naver.com/restaurant/37810592/menu/list
356,투썸플레이스제주애월하귀점,제주도%20투썸플레이스제주애월하귀점,https://m.place.naver.com/restaurant/1549505130/menu/list
357,,,
358,,,
359,,,
360,,,
361,,,
362,,,
363,,,
364,,,
365,,,
366,,,
367,,,
368,,,
369,,,
370,,,
371,,,
372,,,
373,,,
374,,,
375,,,
376,,,
377,,,
378,,,
379,,,
380,,,
381,,,
382,,,
383,,,
384,,,
385,,,
386,,,
387,,,
388,,,
389,,,
390,,,
391,,,
392,,,
393,,,
394,,,
395,,,
396,,,
397,,,
398,,,
399,,,
400,,,
401,,,
402,,,
403,,,
404,,,
405,,,
406,,,
407,,,
