,YR,MCT_NM,MCT_BRN,LG_CAT,LG_CAT_NM,MD_CAT,MD_CAT_NM,MCT_BSE_AR,ADDR_new,MNTH_SALES_PCTL,DAW_CCD,APV_TMT_CD,AGE_GP,SEX_CCD,UE_CT,SGNG_CD,LGDNG_CD
224,2021,주식회사 와인창고,3288702213,2,유통,9,기타유통,제주특별자치도 제주시 연북로 424,제주특별자치도 제주시 도남동,3_25%~50%,1,5_12_15,4_35_39,M,42,50110,12900
225,2022,주식회사 와인창고,3288702213,2,유통,9,기타유통,제주특별자치도 제주시 연북로 424,제주특별자치도 제주시 도남동,2_10%~25%,1,4_09_12,2_25_29,M,42,50110,12900
226,2021,제주와인아울렛 신화월드점,5081451204,2,유통,9,기타유통,제주특별자치도 서귀포시 안덕면 신화역사로304번길 139,제주특별자치도 서귀포시 안덕면 서광리,5_75%~90%,3,5_12_15,3_30_34,M,42,50130,31027
227,2021,제주와인아울렛 신화월드점,5081451204,2,유통,9,기타유통,제주특별자치도 서귀포시 안덕면 신화역사로304번길 139,제주특별자치도 서귀포시 안덕면 서광리,5_75%~90%,6,6_15_18,3_30_34,F,42,50130,31027
228,2021,와인씨,1344700574,2,유통,9,기타유통,제주특별자치도 서귀포시 안덕면 난드르로 13,제주특별자치도 서귀포시 안덕면 창천리,6_90%미만,4,6_15_18,3_30_34,F,42,50130,31022
229,2022,아임와인,1181700430,2,유통,9,기타유통,제주 제주시 애월읍 학원동길 17-16,제주특별자치도 제주시 애월읍 하귀2리,6_90%미만,6,6_15_18,4_35_39,F,42,50110,25341
230,2021,아임와인,1181700430,2,유통,9,기타유통,제주 제주시 애월읍 학원동길 17-16,제주특별자치도 제주시 애월읍 하귀2리,6_90%미만,5,6_15_18,2_25_29,M,42,50110,25341
231,2022,삐꼴라상점,3482800944,2,유통,9,기타유통,제주특별자치도 제주시 애월읍 하소로 769-58,제주특별자치도 제주시 애월읍 유수암리,4_50%~75%,4,5_12_15,2_25_29,F,42,50110,25342
232,2021,삐꼴라상점,3482800944,2,유통,9,기타유통,제주특별자치도 제주시 애월읍 하소로 769-58,제주특별자치도 제주시 애월읍 유수암리,3_25%~50%,2,5_12_15,3_30_34,F,42,50110,25342
233,2022,와인하우스,4863500792,2,유통,9,기타유통,제주특별자치도 서귀포시 천제연로 166,제주특별자치도 서귀포시 중문동,6_90%미만,3,5_12_15,3_30_34,F,42,50130,11200
234,2022,오프너 마켓,8635100418,2,유통,9,기타유통,제주특별자치도 제주시 1100로 3230,제주특별자치도 제주시 노형동,6_90%미만,4,6_15_18,3_30_34,F,42,50110,12200
235,2022,제주와인창고,6652300811,2,유통,9,기타유통,제주특별자치도 제주시 신대로 136,제주특별자치도 제주시 연동,6_90%미만,7,5_12_15,2_25_29,F,42,50110,13700
236,2022,제주와인창고,6652300811,2,유통,9,기타유통,제주특별자치도 제주시 신대로 136,제주특별자치도 제주시 연동,6_90%미만,1,6_15_18,2_25_29,F,42,50110,13700
237,2022,제주와인창고,6652300811,2,유통,9,기타유통,제주특별자치도 제주시 신대로 136,제주특별자치도 제주시 연동,6_90%미만,7,4_09_12,2_25_29,F,42,50110,13700
238,2021,산타즈홀리데이,1020792770,2,유통,9,기타유통,제주특별자치도 서귀포시 안덕면 평화로 654,제주특별자치도 서귀포시 안덕면 서광리,6_90%미만,2,5_12_15,4_35_39,F,42,50130,31027
239,2021,와인점방제주점,6084148359,2,유통,9,기타유통,제주특별자치도 제주시 연삼로 78,제주특별자치도 제주시 연동,5_75%~90%,7,6_15_18,3_30_34,M,42,50110,13700
240,2022,주식회사 바른와인,8668602377,2,유통,9,기타유통,제주특별자치도 제주시 사평2길 9,제주특별자치도 제주시 오라이동,6_90%미만,3,7_18_21,2_25_29,M,42,50110,12000
241,2022,주식회사 바른와인,8668602377,2,유통,9,기타유통,제주특별자치도 제주시 사평2길 9,제주특별자치도 제주시 오라이동,6_90%미만,6,6_15_18,4_35_39,F,42,50110,12000
242,2022,주식회사 바른와인,8668602377,2,유통,9,기타유통,제주특별자치도 제주시 사평2길 9,제주특별자치도 제주시 오라이동,6_90%미만,2,5_12_15,3_30_34,M,42,50110,12000
243,2021,주식회사 와인창고,3288702213,2,유통,9,기타유통,제주특별자치도 제주시 연북로 424,제주특별자치도 제주시 도남동,3_25%~50%,2,6_15_18,2_25_29,F,42,50110,12900
244,2022,주식회사 와인창고,3288702213,2,유통,9,기타유통,제주특별자치도 제주시 연북로 424,제주특별자치도 제주시 도남동,2_10%~25%,4,4_09_12,3_30_34,M,42,50110,12900
245,2022,주식회사 와인창고,3288702213,2,유통,9,기타유통,제주특별자치도 제주시 연북로 424,제주특별자치도 제주시 도남동,2_10%~25%,1,4_09_12,4_35_39,M,42,50110,12900
246,2021,주식회사 아라리오제주,7238501356,2,유통,9,기타유통,제주특별자치도 제주시 탑동로2길 3,제주특별자치도 제주시 삼도이동,6_90%미만,7,5_12_15,2_25_29,M,42,50110,10600
247,2022,주식회사 아라리오제주,7238501356,2,유통,9,기타유통,제주특별자치도 제주시 탑동로2길 3,제주특별자치도 제주시 삼도이동,6_90%미만,5,4_09_12,2_25_29,M,42,50110,10600
248,2021,(주)제주소나이와인점방,7388501703,2,유통,9,기타유통,제주특별자치도 서귀포시 중앙로 199,제주특별자치도 서귀포시 서홍동,5_75%~90%,7,6_15_18,3_30_34,M,42,50130,10600
249,2022,(주)제주소나이와인점방,7388501703,2,유통,9,기타유통,제주특별자치도 서귀포시 중앙로 199,제주특별자치도 서귀포시 서홍동,6_90%미만,4,7_18_21,3_30_34,M,42,50130,10600
250,2022,(주)제주소나이와인점방,7388501703,2,유통,9,기타유통,제주특별자치도 서귀포시 중앙로 199,제주특별자치도 서귀포시 서홍동,6_90%미만,2,7_18_21,1_20_24,M,42,50130,10600
251,2021,(주)제주소나이와인점방,7388501703,2,유통,9,기타유통,제주특별자치도 서귀포시 중앙로 199,제주특별자치도 서귀포시 서홍동,5_75%~90%,5,6_15_18,3_30_34,M,42,50130,10600
252,2022,(주)제주소나이와인점방,7388501703,2,유통,9,기타유통,제주특별자치도 서귀포시 중앙로 199,제주특별자치도 서귀포시 서홍동,6_90%미만,6,6_15_18,3_30_34,F,42,50130,10600
253,2022,제주와인아울렛 신화월드점,5081451204,2,유통,9,기타유통,제주특별자치도 서귀포시 안덕면 신화역사로304번길 139,제주특별자치도 서귀포시 안덕면 서광리,6_90%미만,4,7_18_21,2_25_29,M,42,50130,31027
254,2022,와인#,7603900873,2,유통,9,기타유통,제주특별자치도 제주시 연북로 685,제주특별자치도 제주시 이도이동,6_90%미만,5,6_15_18,2_25_29,F,42,50110,10400
255,2021,와인씨,1344700574,2,유통,9,기타유통,제주특별자치도 서귀포시 안덕면 난드르로 13,제주특별자치도 서귀포시 안덕면 창천리,6_90%미만,6,5_12_15,3_30_34,F,42,50130,31022
256,2021,와인씨,1344700574,2,유통,9,기타유통,제주특별자치도 서귀포시 안덕면 난드르로 13,제주특별자치도 서귀포시 안덕면 창천리,6_90%미만,7,5_12_15,4_35_39,F,42,50130,31022
257,2021,아임와인,1181700430,2,유통,9,기타유통,제주 제주시 애월읍 학원동길 17-16,제주특별자치도 제주시 애월읍 하귀2리,6_90%미만,6,6_15_18,3_30_34,M,42,50110,25341
258,2021,와인하우스,4863500792,2,유통,9,기타유통,제주특별자치도 서귀포시 천제연로 166,제주특별자치도 서귀포시 중문동,5_75%~90%,1,7_18_21,3_30_34,F,42,50130,11200
259,2021,산타즈홀리데이,1020792770,2,유통,9,기타유통,제주특별자치도 서귀포시 안덕면 평화로 654,제주특별자치도 서귀포시 안덕면 서광리,6_90%미만,5,5_12_15,3_30_34,F,42,50130,31027
260,2021,주식회사 와인창고,3288702213,2,유통,9,기타유통,제주특별자치도 제주시 연북로 424,제주특별자치도 제주시 도남동,3_25%~50%,7,5_12_15,4_35_39,F,42,50110,12900
261,2021,주식회사 와인창고,3288702213,2,유통,9,기타유통,제주특별자치도 제주시 연북로 424,제주특별자치도 제주시 도남동,3_25%~50%,3,6_15_18,3_30_34,F,42,50110,12900
262,2022,(주)제주소나이와인점방,7388501703,2,유통,9,기타유통,제주특별자치도 서귀포시 중앙로 199,제주특별자치도 서귀포시 서홍동,6_90%미만,6,6_15_18,3_30_34,M,42,50130,10600
263,2022,(주)제주소나이와인점방,7388501703,2,유통,9,기타유통,제주특별자치도 서귀포시 중앙로 199,제주특별자치도 서귀포시 서홍동,6_90%미만,3,6_15_18,3_30_34,F,42,50130,10600
264,2022,(주)제주소나이와인점방,7388501703,2,유통,9,기타유통,제주특별자치도 서귀포시 중앙로 199,제주특별자치도 서귀포시 서홍동,6_90%미만,7,5_12_15,3_30_34,M,42,50130,10600
265,2021,제주와인아울렛 신화월드점,5081451204,2,유통,9,기타유통,제주특별자치도 서귀포시 안덕면 신화역사로304번길 139,제주특별자치도 서귀포시 안덕면 서광리,5_75%~90%,6,6_15_18,2_25_29,M,42,50130,31027
266,2021,제주와인아울렛 신화월드점,5081451204,2,유통,9,기타유통,제주특별자치도 서귀포시 안덕면 신화역사로304번길 139,제주특별자치도 서귀포시 안덕면 서광리,5_75%~90%,7,7_18_21,4_35_39,F,42,50130,31027
267,2021,제주와인아울렛 신화월드점,5081451204,2,유통,9,기타유통,제주특별자치도 서귀포시 안덕면 신화역사로304번길 139,제주특별자치도 서귀포시 안덕면 서광리,5_75%~90%,5,6_15_18,4_35_39,M,42,50130,31027
268,2021,와인씨,1344700574,2,유통,9,기타유통,제주특별자치도 서귀포시 안덕면 난드르로 13,제주특별자치도 서귀포시 안덕면 창천리,6_90%미만,4,5_12_15,2_25_29,M,42,50130,31022
269,2022,낭만와인샵,2073061532,2,유통,9,기타유통,제주특별자치도 제주시 남성로 158-11,제주특별자치도 제주시 삼도이동,6_90%미만,5,6_15_18,3_30_34,M,42,50110,10600
270,2021,삐꼴라상점,3482800944,2,유통,9,기타유통,제주특별자치도 제주시 애월읍 하소로 769-58,제주특별자치도 제주시 애월읍 유수암리,3_25%~50%,5,6_15_18,1_20_24,F,42,50110,25342
271,2021,와인하우스,4863500792,2,유통,9,기타유통,제주특별자치도 서귀포시 천제연로 166,제주특별자치도 서귀포시 중문동,5_75%~90%,7,6_15_18,3_30_34,M,42,50130,11200
272,2021,와인하우스,4863500792,2,유통,9,기타유통,제주특별자치도 서귀포시 천제연로 166,제주특별자치도 서귀포시 중문동,5_75%~90%,2,7_18_21,1_20_24,F,42,50130,11200
273,2021,와인하우스,4863500792,2,유통,9,기타유통,제주특별자치도 서귀포시 천제연로 166,제주특별자치도 서귀포시 중문동,5_75%~90%,1,6_15_18,2_25_29,F,42,50130,11200
274,2022,오프너 마켓,8635100418,2,유통,9,기타유통,제주특별자치도 제주시 1100로 3230,제주특별자치도 제주시 노형동,6_90%미만,3,7_18_21,2_25_29,F,42,50110,12200
275,2022,와인점방제주점,6084148359,2,유통,9,기타유통,제주특별자치도 제주시 연삼로 78,제주특별자치도 제주시 연동,6_90%미만,6,7_18_21,4_35_39,F,42,50110,13700
276,2021,주식회사 와인창고,3288702213,2,유통,9,기타유통,제주특별자치도 제주시 연북로 424,제주특별자치도 제주시 도남동,3_25%~50%,3,7_18_21,1_20_24,M,42,50110,12900
277,2021,주식회사 와인창고,3288702213,2,유통,9,기타유통,제주특별자치도 제주시 연북로 424,제주특별자치도 제주시 도남동,3_25%~50%,3,5_12_15,3_30_34,F,42,50110,12900
278,2022,주식회사 와인창고,3288702213,2,유통,9,기타유통,제주특별자치도 제주시 연북로 424,제주특별자치도 제주시 도남동,2_10%~25%,3,5_12_15,4_35_39,M,42,50110,12900
279,2022,주식회사 와인창고,3288702213,2,유통,9,기타유통,제주특별자치도 제주시 연북로 424,제주특별자치도 제주시 도남동,2_10%~25%,2,6_15_18,3_30_34,M,42,50110,12900
280,2021,주식회사 와인창고,3288702213,2,유통,9,기타유통,제주특별자치도 제주시 연북로 424,제주특별자치도 제주시 도남동,3_25%~50%,2,6_15_18,4_35_39,M,42,50110,12900
281,2022,(주)제주소나이와인점방,7388501703,2,유통,9,기타유통,제주특별자치도 서귀포시 중앙로 199,제주특별자치도 서귀포시 서홍동,6_90%미만,7,6_15_18,3_30_34,M,42,50130,10600
282,2021,제주와인아울렛 신화월드점,5081451204,2,유통,9,기타유통,제주특별자치도 서귀포시 안덕면 신화역사로304번길 139,제주특별자치도 서귀포시 안덕면 서광리,5_75%~90%,4,7_18_21,3_30_34,M,42,50130,31027
283,2022,아임와인,1181700430,2,유통,9,기타유통,제주 제주시 애월읍 학원동길 17-16,제주특별자치도 제주시 애월읍 하귀2리,6_90%미만,7,5_12_15,3_30_34,F,42,50110,25341
284,2021,삐꼴라상점,3482800944,2,유통,9,기타유통,제주특별자치도 제주시 애월읍 하소로 769-58,제주특별자치도 제주시 애월읍 유수암리,3_25%~50%,1,6_15_18,4_35_39,M,42,50110,25342
285,2022,삐꼴라상점,3482800944,2,유통,9,기타유통,제주특별자치도 제주시 애월읍 하소로 769-58,제주특별자치도 제주시 애월읍 유수암리,4_50%~75%,1,6_15_18,1_20_24,F,42,50110,25342
286,2022,와인하우스,4863500792,2,유통,9,기타유통,제주특별자치도 서귀포시 천제연로 166,제주특별자치도 서귀포시 중문동,6_90%미만,3,6_15_18,2_25_29,M,42,50130,11200
287,2021,와인하우스,4863500792,2,유통,9,기타유통,제주특별자치도 서귀포시 천제연로 166,제주특별자치도 서귀포시 중문동,5_75%~90%,5,7_18_21,2_25_29,F,42,50130,11200
288,2022,오프너 마켓,8635100418,2,유통,9,기타유통,제주특별자치도 제주시 1100로 3230,제주특별자치도 제주시 노형동,6_90%미만,7,5_12_15,2_25_29,F,42,50110,12200
289,2021,오프너 마켓,8635100418,2,유통,9,기타유통,제주특별자치도 제주시 1100로 3230,제주특별자치도 제주시 노형동,6_90%미만,6,5_12_15,4_35_39,F,42,50110,12200
290,2022,제주와인창고,6652300811,2,유통,9,기타유통,제주특별자치도 제주시 신대로 136,제주특별자치도 제주시 연동,6_90%미만,7,7_18_21,2_25_29,F,42,50110,13700
291,2021,산타즈홀리데이,1020792770,2,유통,9,기타유통,제주특별자치도 서귀포시 안덕면 평화로 654,제주특별자치도 서귀포시 안덕면 서광리,6_90%미만,2,4_09_12,4_35_39,M,42,50130,31027
292,2021,와인점방제주점,6084148359,2,유통,9,기타유통,제주특별자치도 제주시 연삼로 78,제주특별자치도 제주시 연동,5_75%~90%,4,5_12_15,2_25_29,M,42,50110,13700
293,2022,와인점방제주점,6084148359,2,유통,9,기타유통,제주특별자치도 제주시 연삼로 78,제주특별자치도 제주시 연동,6_90%미만,6,7_18_21,2_25_29,F,42,50110,13700
294,2022,와인점방제주점,6084148359,2,유통,9,기타유통,제주특별자치도 제주시 연삼로 78,제주특별자치도 제주시 연동,6_90%미만,6,4_09_12,3_30_34,F,42,50110,13700
295,2022,와인점방제주점,6084148359,2,유통,9,기타유통,제주특별자치도 제주시 연삼로 78,제주특별자치도 제주시 연동,6_90%미만,3,7_18_21,2_25_29,F,42,50110,13700
296,2021,제주주류백화점,6162233569,2,유통,9,기타유통,제주 제주시 연삼로 405,제주특별자치도 제주시 이도이동,6_90%미만,1,6_15_18,2_25_29,M,42,50110,10400
297,2022,제주주류백화점,6162233569,2,유통,9,기타유통,제주 제주시 연삼로 405,제주특별자치도 제주시 이도이동,6_90%미만,4,5_12_15,2_25_29,M,42,50110,10400
298,2022,주식회사 와인창고,3288702213,2,유통,9,기타유통,제주특별자치도 제주시 연북로 424,제주특별자치도 제주시 도남동,2_10%~25%,2,5_12_15,2_25_29,F,42,50110,12900
299,2021,주식회사 와인창고,3288702213,2,유통,9,기타유통,제주특별자치도 제주시 연북로 424,제주특별자치도 제주시 도남동,3_25%~50%,4,7_18_21,3_30_34,F,42,50110,12900
300,2022,주식회사 와인창고,3288702213,2,유통,9,기타유통,제주특별자치도 제주시 연북로 424,제주특별자치도 제주시 도남동,2_10%~25%,2,5_12_15,3_30_34,F,42,50110,12900
301,2022,주식회사 와인창고,3288702213,2,유통,9,기타유통,제주특별자치도 제주시 연북로 424,제주특별자치도 제주시 도남동,2_10%~25%,1,6_15_18,2_25_29,F,42,50110,12900
302,2021,주식회사 와인창고,3288702213,2,유통,9,기타유통,제주특별자치도 제주시 연북로 424,제주특별자치도 제주시 도남동,3_25%~50%,4,5_12_15,3_30_34,M,42,50110,12900
303,2021,아임와인,1181700430,2,유통,9,기타유통,제주 제주시 애월읍 학원동길 17-16,제주특별자치도 제주시 애월읍 하귀2리,6_90%미만,2,6_15_18,2_25_29,F,42,50110,25341
304,2021,아임와인,1181700430,2,유통,9,기타유통,제주 제주시 애월읍 학원동길 17-16,제주특별자치도 제주시 애월읍 하귀2리,6_90%미만,2,6_15_18,3_30_34,M,42,50110,25341
305,2022,주식회사 바른와인,8668602377,2,유통,9,기타유통,제주특별자치도 제주시 사평2길 9,제주특별자치도 제주시 오라이동,6_90%미만,1,6_15_18,4_35_39,M,42,50110,12000
306,2022,주식회사 바른와인,8668602377,2,유통,9,기타유통,제주특별자치도 제주시 사평2길 9,제주특별자치도 제주시 오라이동,6_90%미만,6,6_15_18,3_30_34,M,42,50110,12000
307,2022,주식회사 와인창고,3288702213,2,유통,9,기타유통,제주특별자치도 제주시 연북로 424,제주특별자치도 제주시 도남동,2_10%~25%,6,4_09_12,2_25_29,F,42,50110,12900
308,2022,주식회사 와인창고,3288702213,2,유통,9,기타유통,제주특별자치도 제주시 연북로 424,제주특별자치도 제주시 도남동,2_10%~25%,6,8_21_24,1_20_24,F,42,50110,12900
309,2022,주식회사 와인창고,3288702213,2,유통,9,기타유통,제주특별자치도 제주시 연북로 424,제주특별자치도 제주시 도남동,2_10%~25%,3,6_15_18,2_25_29,F,42,50110,12900
310,2022,주식회사 아라리오제주,7238501356,2,유통,9,기타유통,제주특별자치도 제주시 탑동로2길 3,제주특별자치도 제주시 삼도이동,6_90%미만,2,7_18_21,4_35_39,M,42,50110,10600
311,2022,(주)제주소나이와인점방,7388501703,2,유통,9,기타유통,제주특별자치도 서귀포시 중앙로 199,제주특별자치도 서귀포시 서홍동,6_90%미만,6,8_21_24,3_30_34,F,42,50130,10600
312,2022,(주)제주소나이와인점방,7388501703,2,유통,9,기타유통,제주특별자치도 서귀포시 중앙로 199,제주특별자치도 서귀포시 서홍동,6_90%미만,7,7_18_21,4_35_39,F,42,50130,10600
313,2021,와인씨,1344700574,2,유통,9,기타유통,제주특별자치도 서귀포시 안덕면 난드르로 13,제주특별자치도 서귀포시 안덕면 창천리,6_90%미만,5,6_15_18,2_25_29,F,42,50130,31022
314,2021,낭만와인샵,2073061532,2,유통,9,기타유통,제주특별자치도 제주시 남성로 158-11,제주특별자치도 제주시 삼도이동,6_90%미만,5,5_12_15,4_35_39,M,42,50110,10600
315,2022,낭만와인샵,2073061532,2,유통,9,기타유통,제주특별자치도 제주시 남성로 158-11,제주특별자치도 제주시 삼도이동,6_90%미만,6,7_18_21,2_25_29,F,42,50110,10600
316,2022,와인하우스,4863500792,2,유통,9,기타유통,제주특별자치도 서귀포시 천제연로 166,제주특별자치도 서귀포시 중문동,6_90%미만,5,7_18_21,1_20_24,F,42,50130,11200
317,2021,와인하우스,4863500792,2,유통,9,기타유통,제주특별자치도 서귀포시 천제연로 166,제주특별자치도 서귀포시 중문동,5_75%~90%,3,5_12_15,3_30_34,M,42,50130,11200
318,2021,오프너 마켓,8635100418,2,유통,9,기타유통,제주특별자치도 제주시 1100로 3230,제주특별자치도 제주시 노형동,6_90%미만,7,5_12_15,3_30_34,M,42,50110,12200
319,2021,제주와인아울렛,3082900322,2,유통,9,기타유통,제주특별자치도 제주시 노형6길 2,제주특별자치도 제주시 노형동,6_90%미만,5,6_15_18,3_30_34,M,42,50110,12200
320,2022,주식회사 바른와인,8668602377,2,유통,9,기타유통,제주특별자치도 제주시 사평2길 9,제주특별자치도 제주시 오라이동,6_90%미만,1,5_12_15,2_25_29,M,42,50110,12000
321,2022,(주)제주소나이와인점방,7388501703,2,유통,9,기타유통,제주특별자치도 서귀포시 중앙로 199,제주특별자치도 서귀포시 서홍동,6_90%미만,2,5_12_15,3_30_34,M,42,50130,10600
322,2021,제주와인아울렛 신화월드점,5081451204,2,유통,9,기타유통,제주특별자치도 서귀포시 안덕면 신화역사로304번길 139,제주특별자치도 서귀포시 안덕면 서광리,5_75%~90%,4,7_18_21,4_35_39,M,42,50130,31027
323,2021,와인씨,1344700574,2,유통,9,기타유통,제주특별자치도 서귀포시 안덕면 난드르로 13,제주특별자치도 서귀포시 안덕면 창천리,6_90%미만,2,6_15_18,4_35_39,F,42,50130,31022
324,2021,낭만와인샵,2073061532,2,유통,9,기타유통,제주특별자치도 제주시 남성로 158-11,제주특별자치도 제주시 삼도이동,6_90%미만,3,6_15_18,2_25_29,F,42,50110,10600
325,2022,제주와인창고,6652300811,2,유통,9,기타유통,제주특별자치도 제주시 신대로 136,제주특별자치도 제주시 연동,6_90%미만,6,6_15_18,2_25_29,F,42,50110,13700
326,2022,제주와인창고,6652300811,2,유통,9,기타유통,제주특별자치도 제주시 신대로 136,제주특별자치도 제주시 연동,6_90%미만,7,7_18_21,3_30_34,F,42,50110,13700
327,2022,제주와인창고,6652300811,2,유통,9,기타유통,제주특별자치도 제주시 신대로 136,제주특별자치도 제주시 연동,6_90%미만,6,5_12_15,4_35_39,M,42,50110,13700
328,2021,산타즈홀리데이,1020792770,2,유통,9,기타유통,제주특별자치도 서귀포시 안덕면 평화로 654,제주특별자치도 서귀포시 안덕면 서광리,6_90%미만,1,6_15_18,2_25_29,F,42,50130,31027
329,2022,와인점방제주점,6084148359,2,유통,9,기타유통,제주특별자치도 제주시 연삼로 78,제주특별자치도 제주시 연동,6_90%미만,7,5_12_15,3_30_34,F,42,50110,13700
330,2022,와인점방제주점,6084148359,2,유통,9,기타유통,제주특별자치도 제주시 연삼로 78,제주특별자치도 제주시 연동,6_90%미만,6,7_18_21,3_30_34,F,42,50110,13700
331,2021,제주주류백화점,6162233569,2,유통,9,기타유통,제주 제주시 연삼로 405,제주특별자치도 제주시 이도이동,6_90%미만,5,7_18_21,3_30_34,M,42,50110,10400
332,2021,주식회사 와인창고,3288702213,2,유통,9,기타유통,제주특별자치도 제주시 연북로 424,제주특별자치도 제주시 도남동,3_25%~50%,6,6_15_18,2_25_29,F,42,50110,12900
333,2021,주식회사 아라리오제주,7238501356,2,유통,9,기타유통,제주특별자치도 제주시 탑동로2길 3,제주특별자치도 제주시 삼도이동,6_90%미만,1,6_15_18,3_30_34,M,42,50110,10600
334,2021,(주)제주소나이와인점방,7388501703,2,유통,9,기타유통,제주특별자치도 서귀포시 중앙로 199,제주특별자치도 서귀포시 서홍동,5_75%~90%,7,6_15_18,2_25_29,F,42,50130,10600
335,2021,낭만와인샵,2073061532,2,유통,9,기타유통,제주특별자치도 제주시 남성로 158-11,제주특별자치도 제주시 삼도이동,6_90%미만,7,5_12_15,4_35_39,F,42,50110,10600
336,2021,와인하우스,4863500792,2,유통,9,기타유통,제주특별자치도 서귀포시 천제연로 166,제주특별자치도 서귀포시 중문동,5_75%~90%,6,7_18_21,3_30_34,M,42,50130,11200
337,2021,와인하우스,4863500792,2,유통,9,기타유통,제주특별자치도 서귀포시 천제연로 166,제주특별자치도 서귀포시 중문동,5_75%~90%,6,5_12_15,3_30_34,F,42,50130,11200
338,2021,오프너 마켓,8635100418,2,유통,9,기타유통,제주특별자치도 제주시 1100로 3230,제주특별자치도 제주시 노형동,6_90%미만,3,7_18_21,4_35_39,F,42,50110,12200
339,2021,오프너 마켓,8635100418,2,유통,9,기타유통,제주특별자치도 제주시 1100로 3230,제주특별자치도 제주시 노형동,6_90%미만,7,5_12_15,4_35_39,M,42,50110,12200
340,2021,와인점방제주점,6084148359,2,유통,9,기타유통,제주특별자치도 제주시 연삼로 78,제주특별자치도 제주시 연동,5_75%~90%,4,5_12_15,3_30_34,F,42,50110,13700
341,2021,와인점방제주점,6084148359,2,유통,9,기타유통,제주특별자치도 제주시 연삼로 78,제주특별자치도 제주시 연동,5_75%~90%,1,4_09_12,1_20_24,M,42,50110,13700
342,2022,와인점방제주점,6084148359,2,유통,9,기타유통,제주특별자치도 제주시 연삼로 78,제주특별자치도 제주시 연동,6_90%미만,6,7_18_21,1_20_24,F,42,50110,13700
343,2022,와인점방제주점,6084148359,2,유통,9,기타유통,제주특별자치도 제주시 연삼로 78,제주특별자치도 제주시 연동,6_90%미만,7,7_18_21,2_25_29,F,42,50110,13700
344,2022,주식회사 바른와인,8668602377,2,유통,9,기타유통,제주특별자치도 제주시 사평2길 9,제주특별자치도 제주시 오라이동,6_90%미만,5,7_18_21,3_30_34,F,42,50110,12000
345,2021,주식회사 와인창고,3288702213,2,유통,9,기타유통,제주특별자치도 제주시 연북로 424,제주특별자치도 제주시 도남동,3_25%~50%,4,6_15_18,2_25_29,F,42,50110,12900
346,2022,주식회사 아라리오제주,7238501356,2,유통,9,기타유통,제주특별자치도 제주시 탑동로2길 3,제주특별자치도 제주시 삼도이동,6_90%미만,3,4_09_12,3_30_34,F,42,50110,10600
347,2022,(주)제주소나이와인점방,7388501703,2,유통,9,기타유통,제주특별자치도 서귀포시 중앙로 199,제주특별자치도 서귀포시 서홍동,6_90%미만,1,6_15_18,2_25_29,F,42,50130,10600
348,2021,제주와인아울렛 신화월드점,5081451204,2,유통,9,기타유통,제주특별자치도 서귀포시 안덕면 신화역사로304번길 139,제주특별자치도 서귀포시 안덕면 서광리,5_75%~90%,5,5_12_15,3_30_34,F,42,50130,31027
349,2021,제주와인아울렛 신화월드점,5081451204,2,유통,9,기타유통,제주특별자치도 서귀포시 안덕면 신화역사로304번길 139,제주특별자치도 서귀포시 안덕면 서광리,5_75%~90%,5,6_15_18,3_30_34,F,42,50130,31027
350,2022,제주와인아울렛 신화월드점,5081451204,2,유통,9,기타유통,제주특별자치도 서귀포시 안덕면 신화역사로304번길 139,제주특별자치도 서귀포시 안덕면 서광리,6_90%미만,7,7_18_21,2_25_29,F,42,50130,31027
351,2022,제주와인아울렛 신화월드점,5081451204,2,유통,9,기타유통,제주특별자치도 서귀포시 안덕면 신화역사로304번길 139,제주특별자치도 서귀포시 안덕면 서광리,6_90%미만,7,7_18_21,2_25_29,M,42,50130,31027
352,2022,제주와인아울렛 신화월드점,5081451204,2,유통,9,기타유통,제주특별자치도 서귀포시 안덕면 신화역사로304번길 139,제주특별자치도 서귀포시 안덕면 서광리,6_90%미만,6,7_18_21,2_25_29,F,42,50130,31027
353,2022,낭만와인샵,2073061532,2,유통,9,기타유통,제주특별자치도 제주시 남성로 158-11,제주특별자치도 제주시 삼도이동,6_90%미만,3,5_12_15,3_30_34,M,42,50110,10600
354,2021,삐꼴라상점,3482800944,2,유통,9,기타유통,제주특별자치도 제주시 애월읍 하소로 769-58,제주특별자치도 제주시 애월읍 유수암리,3_25%~50%,2,6_15_18,1_20_24,F,42,50110,25342
355,2021,삐꼴라상점,3482800944,2,유통,9,기타유통,제주특별자치도 제주시 애월읍 하소로 769-58,제주특별자치도 제주시 애월읍 유수암리,3_25%~50%,1,5_12_15,1_20_24,F,42,50110,25342
356,2022,제주와인창고,6652300811,2,유통,9,기타유통,제주특별자치도 제주시 신대로 136,제주특별자치도 제주시 연동,6_90%미만,3,6_15_18,3_30_34,M,42,50110,13700
357,2022,와인점방제주점,6084148359,2,유통,9,기타유통,제주특별자치도 제주시 연삼로 78,제주특별자치도 제주시 연동,6_90%미만,5,5_12_15,4_35_39,F,42,50110,13700
358,2021,제주와인아울렛,3082900322,2,유통,9,기타유통,제주특별자치도 제주시 노형6길 2,제주특별자치도 제주시 노형동,6_90%미만,2,7_18_21,3_30_34,F,42,50110,12200
